original_score,prediction,new_ranks,exp,original_rank,new_rank,facts,exp_length,new_scores,new_score
0.9318868517875671,"(23468, 1, 1116)",[4509],"[(1116, 1, 23468)]",1,4509.0,"[({(1116, 1, 23468)}, 2.351900954845045, 'baseline')]",1,[0.00017578579718247056],0.00017578579718247056
0.9615100622177124,"(20124, 1, 18592)",[29954],"[(18592, 1, 20124)]",1,29954.0,"[({(18592, 1, 20124)}, 1.5191655927836298, 'baseline')]",1,[1.7529049728182144e-05],1.7529049728182144e-05
0.6587778329849243,"(9536, 0, 265)",[3],[],1,3.0,[],0,[0.07183287292718887],0.07183287292718887
0.8030797243118286,"(1419, 1, 22014)",[33],"[(13051, 1, 22014), (19671, 1, 1419), (19671, 1, 13051), (22014, 1, 1419)]",1,33.0,"[({(19671, 1, 1419)}, 3.2810832634268383, 'baseline'), ({(22014, 1, 1419)}, 2.5951328039468717, 'baseline')]",4,[0.004747195169329643],0.004747195169329643
0.9153757691383362,"(16918, 1, 2507)",[1],"[(2507, 1, 16918), (2507, 3, 16476), (16476, 1, 16918)]",1,1.0,"[({(2507, 1, 16918)}, 2.9521568712113884, 'baseline'), ({(16476, 1, 16918)}, 1.2213193282207442, 'baseline')]",3,[0.3900681734085083],0.3900681734085083
0.8214631676673889,"(12356, 1, 20726)",[2463],"[(20726, 1, 12356)]",1,2463.0,"[({(20726, 1, 12356)}, 4.019661041463361, 'baseline')]",1,[0.000237078798818402],0.000237078798818402
0.8690681457519531,"(31721, 1, 24228)",[13586],"[(7056, 1, 31721), (24228, 0, 7056), (24228, 1, 31721)]",1,13586.0,"[({(24228, 1, 31721)}, 2.4711063175527794, 'baseline'), ({(7056, 1, 31721)}, -2.5632743113495295, 'baseline')]",3,[4.9552141717867926e-05],4.9552141717867926e-05
0.9877474308013916,"(7982, 1, 20572)",[70],"[(14618, 3, 7982), (20572, 1, 7982), (20572, 1, 7983), (7983, 3, 14618)]",1,70.0,"[({(20572, 1, 7982)}, 3.588509122614227, 'baseline'), ({(14618, 3, 7982)}, -1.5980878373587752, 'baseline')]",4,[0.0011617401614785194],0.0011617401614785194
0.5863993167877197,"(27089, 0, 25460)",[1540],"[(21273, 4, 27089), (21273, 4, 25460)]",1,1540.0,"[({(21273, 4, 27089)}, 2.7322831559896916, 'baseline')]",2,[3.7985049857525155e-05],3.7985049857525155e-05
0.9519976377487183,"(20097, 1, 39891)",[17134],"[(39891, 1, 20097)]",1,17134.0,"[({(39891, 1, 20097)}, 3.5187037746040453, 'baseline')]",1,[4.879092375631444e-05],4.879092375631444e-05
0.9422932267189026,"(522, 1, 21041)",[1257],"[(21899, 0, 522), (21899, 1, 21041), (21041, 1, 522)]",1,1257.0,"[({(21041, 1, 522)}, 3.5664538004459594, 'baseline'), ({(21899, 0, 522)}, 2.896657338299605, 'baseline')]",3,[0.00045099601265974343],0.00045099601265974343
0.9746934175491333,"(26856, 1, 26855)",[3419],"[(26855, 1, 26856)]",1,3419.0,"[({(26855, 1, 26856)}, 3.069546327178201, 'baseline')]",1,[0.00010647220915416256],0.00010647220915416256
0.9498961567878723,"(29520, 1, 38175)",[15922],"[(38175, 1, 29520)]",1,15922.0,"[({(38175, 1, 29520)}, 2.7566232966152695, 'baseline')]",1,[3.0488734410027973e-05],3.0488734410027973e-05
0.9860931038856506,"(11856, 1, 2643)",[24941],"[(2643, 1, 11856)]",1,24941.0,"[({(2643, 1, 11856)}, 1.2388159982929314, 'baseline')]",1,[2.3144286387832835e-05],2.3144286387832835e-05
0.867676854133606,"(6787, 1, 26217)",[2927],"[(26217, 1, 6787)]",1,2927.0,"[({(26217, 1, 6787)}, 1.6598072056567508, 'baseline')]",1,[0.00031061525805853307],0.00031061525805853307
0.92377108335495,"(3136, 1, 16161)",[1144],"[(16161, 1, 3136), (16161, 0, 3005), (3137, 1, 3136), (3137, 0, 3005)]",1,1144.0,"[({(16161, 1, 3136)}, 2.3682251466923203, 'baseline'), ({(3137, 1, 3136)}, -2.056103735946234, 'baseline')]",4,[0.00034025587956421077],0.00034025587956421077
0.9543496966362,"(22752, 1, 11603)",[2],"[(11603, 1, 7967), (25306, 1, 7967), (2392, 1, 22752), (28597, 1, 2392), (25306, 1, 22752), (11603, 1, 22752), (28597, 1, 11603)]",1,2.0,"[({(11603, 1, 22752)}, 2.862174534177158, 'baseline'), ({(25306, 1, 22752)}, 1.4694543678506138, 'baseline'), ({(2392, 1, 22752)}, 0.7179086093371079, 'baseline')]",7,[0.16155405342578888],0.16155405342578888
0.8592720627784729,"(20944, 1, 2415)",[155],"[(2415, 1, 20944), (2994, 1, 20944), (2994, 1, 2993), (2415, 1, 2993)]",1,155.0,"[({(2415, 1, 20944)}, 1.5213608542248693, 'baseline'), ({(2994, 1, 20944)}, 1.415903819730004, 'baseline')]",4,[0.0014764307998120785],0.0014764307998120785
0.9776057600975037,"(8742, 1, 19068)",[143],"[(1897, 1, 8742), (5674, 1, 19068), (1897, 1, 5674), (19068, 1, 8742)]",1,143.0,"[({(19068, 1, 8742)}, 3.7965003924528036, 'baseline'), ({(1897, 1, 8742)}, -0.497333919546042, 'baseline')]",4,[0.002167443512007594],0.002167443512007594
0.9656851887702942,"(16624, 9, 15794)",[2156],"[(15793, 1, 16624), (15794, 9, 16624), (15794, 1, 15793)]",1,2156.0,"[({(15794, 9, 16624)}, 3.3738280550102497, 'baseline'), ({(15793, 1, 16624)}, -1.2918633547901366, 'baseline')]",3,[7.595196802867576e-05],7.595196802867576e-05
0.9287481307983398,"(15588, 1, 15587)",[6],"[(2739, 1, 31654), (15587, 1, 15588), (14064, 1, 15588), (2739, 1, 27163), (27163, 1, 15588), (31654, 1, 15588), (15587, 1, 2739), (2739, 1, 14064)]",1,6.0,"[({(15587, 1, 15588)}, 2.015555100922898, 'baseline'), ({(31654, 1, 15588)}, 0.2636028490815509, 'baseline'), ({(27163, 1, 15588)}, -0.8523329759010173, 'baseline'), ({(14064, 1, 15588)}, -3.2631020084988376, 'baseline')]",8,[0.009568840265274048],0.009568840265274048
0.957123875617981,"(8754, 1, 4244)",[42],"[(4244, 1, 8754)]",1,42.0,"[({(4244, 1, 8754)}, 3.696257967034552, 'baseline')]",1,[0.002600717591121793],0.002600717591121793
0.8962762355804443,"(17578, 1, 8885)",[10],"[(8885, 1, 17578), (3300, 1, 17578), (8885, 1, 26393), (26393, 1, 3300)]",1,10.0,"[({(3300, 1, 17578)}, 2.5607086605128595, 'baseline'), ({(8885, 1, 17578)}, 2.209990281153044, 'baseline')]",4,[0.004996112547814846],0.004996112547814846
0.23917707800865173,"(30007, 2, 121)",[1],[],1,1.0,[],0,[0.36991891264915466],0.36991891264915466
0.8929891586303711,"(8574, 1, 8573)",[5],"[(814, 1, 815), (8573, 1, 815), (814, 1, 8574), (8573, 1, 8574), (12655, 1, 8574), (815, 1, 12655)]",1,5.0,"[({(814, 1, 8574)}, 3.4250744096353922, 'baseline'), ({(8573, 1, 8574)}, 1.6938225338902508, 'baseline'), ({(12655, 1, 8574)}, 0.462151045182462, 'baseline')]",6,[0.03895369917154312],0.03895369917154312
0.970401406288147,"(24115, 1, 18755)",[3],"[(18755, 1, 24115), (2300, 1, 24115), (18755, 1, 9577), (2300, 1, 9577)]",1,3.0,"[({(18755, 1, 24115)}, 2.994229431314451, 'baseline'), ({(2300, 1, 24115)}, 1.3328688361107057, 'baseline')]",4,[0.018189752474427223],0.018189752474427223
0.8879063725471497,"(11590, 1, 29649)",[11542],"[(29649, 1, 11590)]",1,11542.0,"[({(29649, 1, 11590)}, 3.661159576383811, 'baseline')]",1,[7.160272070905194e-05],7.160272070905194e-05
0.9558466672897339,"(15028, 1, 16314)",[1],"[(19324, 0, 21701), (5116, 1, 19324), (19324, 1, 16314), (15527, 1, 16314), (6422, 1, 15527), (6422, 1, 15028), (16314, 1, 15028), (5116, 1, 15028), (21701, 1, 15028)]",1,1.0,"[({(16314, 1, 15028)}, 2.300902030860214, 'baseline'), ({(21701, 1, 15028)}, 0.2938921594603725, 'baseline'), ({(5116, 1, 15028)}, -0.2674660581730834, 'baseline'), ({(6422, 1, 15028)}, -0.3932943004374348, 'baseline')]",9,[0.5642741322517395],0.5642741322517395
0.8736011981964111,"(6572, 1, 6944)",[6],"[(2449, 1, 11955), (2449, 1, 6944), (3377, 1, 2449), (11955, 1, 6572), (3377, 1, 6572), (6944, 1, 6572)]",1,6.0,"[({(6944, 1, 6572)}, 0.5398250573220903, 'baseline'), ({(3377, 1, 6572)}, -0.9982876477040612, 'baseline'), ({(11955, 1, 6572)}, -1.6865681449916314, 'baseline')]",6,[0.0221389327198267],0.0221389327198267
0.8004068732261658,"(21993, 1, 19504)",[12003],"[(11202, 0, 21993), (19504, 0, 17245), (11202, 1, 17245), (19504, 1, 21993)]",1,12003.0,"[({(19504, 1, 21993)}, 2.886154017160863, 'baseline'), ({(11202, 0, 21993)}, 0.9103204754659032, 'baseline')]",4,[8.942341082729399e-05],8.942341082729399e-05
0.8398572206497192,"(4185, 1, 13829)",[2483],"[(13829, 1, 4185)]",1,2483.0,"[({(13829, 1, 4185)}, 3.3469571774109856, 'baseline')]",1,[0.00016702772700227797],0.00016702772700227797
0.956963837146759,"(18566, 1, 6657)",[1744],"[(6657, 1, 18566)]",1,1744.0,"[({(6657, 1, 18566)}, 1.5932053758765858, 'baseline')]",1,[0.0001620623515918851],0.0001620623515918851
0.9941294193267822,"(29689, 1, 11565)",[820],"[(11565, 1, 29689)]",1,820.0,"[({(11565, 1, 29689)}, 3.9097220549923635, 'baseline')]",1,[7.792399992467836e-05],7.792399992467836e-05
0.9594130516052246,"(137, 1, 39790)",[16441],"[(39790, 1, 137)]",1,16441.0,"[({(39790, 1, 137)}, 3.72671840640221, 'baseline')]",1,[3.9796152123017237e-05],3.9796152123017237e-05
0.9403150677680969,"(13298, 1, 26814)",[88],"[(26814, 1, 13298), (2612, 1, 26814), (2612, 1, 1848), (1848, 1, 13298)]",1,88.0,"[({(26814, 1, 13298)}, 2.4889224859949315, 'baseline'), ({(1848, 1, 13298)}, -0.6053431691284907, 'baseline')]",4,[0.0014242647448554635],0.0014242647448554635
0.9723116159439087,"(3291, 1, 20544)",[1],[],1,1.0,[],0,[0.9624497294425964],0.9624497294425964
0.9245367050170898,"(2502, 1, 20104)",[65],"[(10452, 1, 2502), (5307, 1, 20104), (10452, 1, 5307), (20104, 1, 2502)]",1,65.0,"[({(20104, 1, 2502)}, 0.21207502487598295, 'baseline'), ({(10452, 1, 2502)}, -0.05511001112957077, 'baseline')]",4,[0.002470046514645219],0.002470046514645219
0.41509827971458435,"(14834, 1, 5110)",[2],"[(21702, 1, 5110), (21702, 0, 14834), (1690, 1, 14834), (5110, 1, 28345), (28345, 1, 1690)]",1,2.0,"[({(1690, 1, 14834)}, 1.51331457971806, 'baseline'), ({(21702, 0, 14834)}, 1.0900240514373984, 'baseline')]",5,[0.1607014536857605],0.1607014536857605
0.9296045303344727,"(4225, 1, 13633)",[15],"[(13633, 1, 4225)]",1,15.0,"[({(13633, 1, 4225)}, 2.1780805303182693, 'baseline')]",1,[0.011029251851141453],0.011029251851141453
0.09593500196933746,"(4747, 0, 22951)",[1],[],1,1.0,[],0,[0.15577788650989532],0.15577788650989532
0.9246744513511658,"(25852, 1, 20593)",[7410],"[(20593, 1, 20592), (20593, 1, 25852), (20592, 6, 25852)]",1,7410.0,"[({(20593, 1, 25852)}, 2.3406780577663078, 'baseline'), ({(20592, 6, 25852)}, 0.5105125564839844, 'baseline')]",3,[3.772621130337939e-05],3.772621130337939e-05
0.9354263544082642,"(3453, 1, 18417)",[13045],"[(18417, 1, 3453)]",1,13045.0,"[({(18417, 1, 3453)}, 4.35640609448594, 'baseline')]",1,[8.379227801924571e-05],8.379227801924571e-05
0.8634375929832458,"(22848, 1, 33665)",[4733],"[(33665, 1, 22848)]",1,4733.0,"[({(33665, 1, 22848)}, 2.1047982733892674, 'baseline')]",1,[0.00011609146895352751],0.00011609146895352751
0.9404630661010742,"(15028, 1, 5116)",[2],"[(15527, 1, 5116), (19324, 0, 21701), (5116, 1, 19324), (19324, 1, 16314), (6422, 1, 15527), (6422, 1, 15028), (16314, 1, 15028), (5116, 1, 15028), (21701, 1, 15028)]",1,2.0,"[({(5116, 1, 15028)}, 2.5645235101339594, 'baseline'), ({(16314, 1, 15028)}, -0.358973173856022, 'baseline'), ({(6422, 1, 15028)}, -1.4710144032313146, 'baseline'), ({(21701, 1, 15028)}, -4.693314535256371, 'baseline')]",9,[0.21306553483009338],0.21306553483009338
0.9744139909744263,"(6144, 1, 19664)",[27026],"[(19664, 1, 6144)]",1,27026.0,"[({(19664, 1, 6144)}, 2.6536305393002464, 'baseline')]",1,[1.1845713743241504e-05],1.1845713743241504e-05
0.9725252389907837,"(15107, 1, 15106)",[15855],"[(15106, 1, 15107)]",1,15855.0,"[({(15106, 1, 15107)}, 3.7395322923189593, 'baseline')]",1,[3.4315580705879256e-05],3.4315580705879256e-05
0.9631841778755188,"(758, 1, 10360)",[1978],"[(10360, 1, 758)]",1,1978.0,"[({(10360, 1, 758)}, 2.771529460768002, 'baseline')]",1,[0.0002389129513176158],0.0002389129513176158
0.9073452353477478,"(24179, 1, 10508)",[2305],"[(10508, 1, 24179)]",1,2305.0,"[({(10508, 1, 24179)}, 2.621814030216765, 'baseline')]",1,[0.00019148369028698653],0.00019148369028698653
0.9587638974189758,"(9303, 9, 21981)",[32545],"[(21981, 9, 9303)]",1,32545.0,"[({(21981, 9, 9303)}, 1.8755226649347896, 'baseline')]",1,[4.839440407522488e-06],4.839440407522488e-06
0.28957507014274597,"(33711, 5, 19257)",[1],[],1,1.0,[],0,[0.30195900797843933],0.30195900797843933
0.9478031992912292,"(18247, 1, 33545)",[10068],"[(33545, 1, 18247)]",1,10068.0,"[({(33545, 1, 18247)}, 2.5822702221664104, 'baseline')]",1,[3.381981878192164e-05],3.381981878192164e-05
0.19860407710075378,"(20115, 2, 2580)",[1],[],1,1.0,[],0,[0.7289720177650452],0.7289720177650452
0.9537962079048157,"(23239, 1, 15927)",[665],"[(15927, 1, 23239), (15927, 0, 1786), (1786, 1, 23239)]",1,665.0,"[({(15927, 1, 23239)}, 2.4162334290159504, 'baseline'), ({(1786, 1, 23239)}, 0.2797188913697042, 'baseline')]",3,[0.00046032434329390526],0.00046032434329390526
0.926688015460968,"(13338, 1, 18054)",[11774],"[(35743, 5, 2060), (18054, 1, 13338), (35743, 0, 13338), (2060, 0, 18054)]",1,11774.0,"[({(18054, 1, 13338)}, 4.268930956591974, 'baseline'), ({(35743, 0, 13338)}, -0.1951911056858312, 'baseline')]",4,[7.870867557357997e-05],7.870867557357997e-05
0.8343851566314697,"(865, 1, 17946)",[11241],"[(17946, 1, 865)]",1,11241.0,"[({(17946, 1, 865)}, 4.687095765618022, 'baseline')]",1,[0.00010669937910279259],0.00010669937910279259
0.9717803597450256,"(12141, 1, 2443)",[6],"[(2443, 1, 12141)]",1,6.0,"[({(2443, 1, 12141)}, 2.433440474028428, 'baseline')]",1,[0.003095013555139303],0.003095013555139303
0.9874051213264465,"(27198, 1, 6242)",[6],"[(19791, 9, 27198), (6242, 1, 19791), (6242, 1, 27198)]",1,6.0,"[({(6242, 1, 27198)}, 2.4341801997238837, 'baseline'), ({(19791, 9, 27198)}, 1.241017615107211, 'baseline')]",3,[0.007652566768229008],0.007652566768229008
0.04805701971054077,"(33234, 2, 2524)",[1],[],1,1.0,[],0,[0.051644809544086456],0.051644809544086456
0.9453070163726807,"(18272, 1, 19427)",[3],"[(19427, 1, 23137), (169, 1, 170), (169, 1, 19427), (170, 1, 18272), (23137, 1, 18272), (19427, 1, 18272)]",1,3.0,"[({(19427, 1, 18272)}, 1.882624638397104, 'baseline'), ({(23137, 1, 18272)}, 1.4400363265597367, 'baseline'), ({(170, 1, 18272)}, 1.1214803673824136, 'baseline')]",6,[0.10992266982793808],0.10992266982793808
0.8955927491188049,"(3072, 1, 15159)",[10031],"[(15159, 1, 3072)]",1,10031.0,"[({(15159, 1, 3072)}, 2.8517044392061335, 'baseline')]",1,[7.19866729923524e-05],7.19866729923524e-05
0.72646164894104,"(23961, 0, 6776)",[1],[],1,1.0,[],0,[0.7180949449539185],0.7180949449539185
0.94145667552948,"(7117, 1, 8643)",[5],"[(8643, 1, 7117), (7049, 1, 7117), (7118, 1, 8643), (25743, 1, 7117), (7118, 1, 25743), (7049, 1, 7118), (7118, 9, 7117)]",1,5.0,"[({(8643, 1, 7117)}, 3.3143892797224996, 'baseline'), ({(25743, 1, 7117)}, 1.2512941451487622, 'baseline'), ({(7049, 1, 7117)}, 0.77798114743442, 'baseline'), ({(7118, 9, 7117)}, 0.5237045329338783, 'baseline')]",7,[0.026986388489603996],0.026986388489603996
0.9172292351722717,"(6813, 1, 5175)",[10610],"[(5175, 0, 5176), (5175, 1, 6813), (32633, 0, 5176), (5176, 1, 6813), (32633, 1, 6813)]",1,10610.0,"[({(5175, 1, 6813)}, 2.851176275542037, 'baseline'), ({(5176, 1, 6813)}, 0.46735048112623845, 'baseline'), ({(32633, 1, 6813)}, -1.4714813092845722, 'baseline')]",5,[9.643785597290844e-05],9.643785597290844e-05
0.9331414699554443,"(4666, 1, 4665)",[3189],"[(4665, 1, 4666)]",1,3189.0,"[({(4665, 1, 4666)}, 3.8966055741492918, 'baseline')]",1,[0.000261585577391088],0.000261585577391088
0.9786085486412048,"(11813, 1, 30361)",[3402],"[(30361, 1, 11813)]",1,3402.0,"[({(30361, 1, 11813)}, 5.261477202487427, 'baseline')]",1,[0.0002878378436435014],0.0002878378436435014
0.8748989105224609,"(11366, 1, 26527)",[59],"[(10271, 1, 42), (4958, 1, 10271), (26527, 1, 11366), (10271, 1, 26527), (4958, 1, 11366), (42, 1, 11366)]",1,59.0,"[({(26527, 1, 11366)}, 3.0093481925374963, 'baseline'), ({(4958, 1, 11366)}, -0.5294773567055828, 'baseline'), ({(42, 1, 11366)}, -2.863614374924877, 'baseline')]",6,[0.0027421019040048122],0.0027421019040048122
0.9501182436943054,"(699, 1, 22618)",[15333],"[(22618, 1, 699)]",1,15333.0,"[({(22618, 1, 699)}, 2.3500936226475675, 'baseline')]",1,[3.363070572959259e-05],3.363070572959259e-05
0.9186691641807556,"(28826, 1, 3712)",[1],"[(3712, 1, 10001), (10001, 1, 6595), (6595, 1, 28826)]",1,1.0,"[({(6595, 1, 28826)}, -1.4025457590631463, 'baseline')]",3,[0.9642717838287354],0.9642717838287354
0.978472113609314,"(22728, 1, 16506)",[8595],"[(16506, 1, 22728)]",1,8595.0,"[({(16506, 1, 22728)}, 2.346982678625579, 'baseline')]",1,[5.294344373396598e-05],5.294344373396598e-05
0.969196081161499,"(22584, 1, 12684)",[35440],"[(12684, 1, 22584), (22585, 9, 22584), (22585, 1, 12684)]",1,35440.0,"[({(12684, 1, 22584)}, 2.7408680799329566, 'baseline'), ({(22585, 9, 22584)}, 1.7676227359236336, 'baseline')]",3,[5.308203981257975e-06],5.308203981257975e-06
0.9718466401100159,"(4547, 1, 21674)",[2801],"[(14509, 1, 21674), (14509, 1, 14510), (21674, 1, 4547), (14510, 1, 4547)]",1,2801.0,"[({(21674, 1, 4547)}, 2.6441777046065464, 'baseline'), ({(14510, 1, 4547)}, -3.2153193591234834, 'baseline')]",4,[0.0004039323830511421],0.0004039323830511421
0.4837391674518585,"(8310, 6, 12531)",[15],"[(2724, 4, 8310), (2724, 4, 4632), (4632, 6, 12531), (1167, 6, 8310), (1167, 6, 4632)]",1,15.0,"[({(2724, 4, 8310)}, 2.323254992388371, 'baseline'), ({(1167, 6, 8310)}, -1.4117235496935845, 'baseline')]",5,[0.0573095828294754],0.0573095828294754
0.974579930305481,"(19459, 1, 8641)",[38264],"[(8641, 1, 19459)]",1,38264.0,"[({(8641, 1, 19459)}, 2.295460528352871, 'baseline')]",1,[4.000479293608805e-06],4.000479293608805e-06
0.8933057188987732,"(17190, 1, 757)",[10356],"[(757, 1, 17190), (757, 0, 758), (8831, 1, 17190), (8831, 0, 758)]",1,10356.0,"[({(757, 1, 17190)}, 3.6751741387300823, 'baseline'), ({(8831, 1, 17190)}, 2.0242069285371325, 'baseline')]",4,[6.161598139442503e-05],6.161598139442503e-05
0.8763036727905273,"(6067, 1, 28605)",[17413],"[(28605, 1, 6067)]",1,17413.0,"[({(28605, 1, 6067)}, 2.0084306103335017, 'baseline')]",1,[1.898664777399972e-05],1.898664777399972e-05
0.9612560868263245,"(3929, 1, 27247)",[1],"[(21238, 5, 7581), (21238, 0, 3929), (7581, 6, 27247)]",1,1.0,"[({(21238, 0, 3929)}, -0.6001269725901174, 'baseline')]",3,[0.846747636795044],0.846747636795044
0.9470379948616028,"(2887, 1, 7436)",[36113],"[(7436, 1, 2887)]",1,36113.0,"[({(7436, 1, 2887)}, 1.5561645785605869, 'baseline')]",1,[8.10979963716818e-06],8.10979963716818e-06
0.9375073909759521,"(8734, 1, 1538)",[1],"[(23984, 1, 28868), (8718, 0, 8734), (9950, 0, 8734), (2613, 1, 8734), (9950, 1, 12350), (23323, 1, 8733), (28868, 0, 8734), (36536, 0, 1538), (12350, 0, 1538), (8733, 0, 8734), (23323, 0, 1538), (8718, 1, 23984), (2613, 1, 36536), (23984, 0, 1538)]",1,1.0,"[({(8718, 0, 8734)}, 0.8918050188133154, 'baseline'), ({(9950, 0, 8734)}, 0.7833916586817938, 'baseline'), ({(2613, 1, 8734)}, -1.1117272283058348, 'baseline'), ({(28868, 0, 8734)}, -1.4318430908288107, 'baseline'), ({(8733, 0, 8734)}, -1.5483591601129465, 'baseline')]",14,[0.9733052849769592],0.9733052849769592
0.8671815395355225,"(17492, 1, 20700)",[3379],"[(20700, 1, 17492)]",1,3379.0,"[({(20700, 1, 17492)}, 2.816454999908883, 'baseline')]",1,[0.00016324165335390717],0.00016324165335390717
0.9578153491020203,"(3648, 1, 3647)",[2],"[(8714, 1, 23848), (3647, 1, 3648), (3647, 1, 23848), (8714, 1, 3648)]",1,2.0,"[({(3647, 1, 3648)}, 3.3414504820292548, 'baseline'), ({(8714, 1, 3648)}, 0.01583948366979304, 'baseline')]",4,[0.0990082249045372],0.0990082249045372
0.949526846408844,"(15168, 1, 35514)",[31457],"[(35514, 1, 15168)]",1,31457.0,"[({(35514, 1, 15168)}, 2.999896987697253, 'baseline')]",1,[8.07906144473236e-06],8.07906144473236e-06
0.673927366733551,"(36622, 2, 2580)",[2],"[(4502, 6, 36622), (4503, 2, 2580), (4502, 6, 4503)]",1,2.0,"[({(4502, 6, 36622)}, -0.28758881093295524, 'baseline')]",3,[0.12073592096567154],0.12073592096567154
0.9036061763763428,"(3447, 1, 9780)",[9],"[(2834, 1, 2835), (7044, 1, 2834), (2834, 1, 9780), (7044, 1, 3447), (9780, 1, 3447), (2835, 1, 3447)]",1,9.0,"[({(2835, 1, 3447)}, 1.0033302400838562, 'baseline'), ({(9780, 1, 3447)}, 0.9315417313167935, 'baseline'), ({(7044, 1, 3447)}, -0.2628127300311953, 'baseline')]",6,[0.007582381367683411],0.007582381367683411
0.5521760582923889,"(34310, 0, 184)",[1073],"[(20385, 0, 184), (1038, 4, 20385), (1038, 4, 34310)]",1,1073.0,"[({(1038, 4, 34310)}, -2.2442845992882425, 'baseline')]",3,[0.0001985577546292916],0.0001985577546292916
0.8556263446807861,"(4697, 1, 3858)",[23474],"[(3858, 1, 3857), (3858, 1, 4697), (3857, 1, 4697)]",1,23474.0,"[({(3857, 1, 4697)}, 1.9181244162719782, 'baseline'), ({(3858, 1, 4697)}, 1.6850904311969654, 'baseline')]",3,[2.5674702555988915e-05],2.5674702555988915e-05
0.9748260378837585,"(624, 1, 34337)",[16431],"[(34337, 1, 624)]",1,16431.0,"[({(34337, 1, 624)}, 5.004244463094942, 'baseline')]",1,[6.586338713532314e-05],6.586338713532314e-05
0.9237152934074402,"(14841, 1, 11642)",[2291],"[(27207, 1, 14841), (27207, 0, 11643), (11642, 0, 11643), (19445, 1, 14841), (19445, 0, 11643), (11642, 1, 14841)]",1,2291.0,"[({(27207, 1, 14841)}, 3.5943313920184403, 'baseline'), ({(11642, 1, 14841)}, 2.36567176430538, 'baseline'), ({(19445, 1, 14841)}, -0.7486935563867458, 'baseline')]",6,[0.0002901611151173711],0.0002901611151173711
