original_score,new_scores,new_ranks,perspective,new_rank,prediction,facts,new_score,original_rank,#facts
0.886987566947937,"[0.6622912883758545, 0.8147225379943848, 0.9129489660263062]","[2, 1, 1]",all,1.3333333333333333,"(6998, 101, 1467)","[(6998, 172, 1978)]",0.7966542641321818,1,1
0.9868510365486145,"[0.97015780210495, 0.9840861558914185, 0.9733589291572571]","[1, 1, 1]",all,1.0,"(6054, 14, 160)","[(2573, 14, 160)]",0.9758676290512085,1,1
0.8042064905166626,"[0.40137434005737305, 0.2029581218957901, 0.26693883538246155]","[1, 5, 1]",all,2.3333333333333335,"(10130, 131, 181)","[(10130, 131, 2895), (10130, 88, 2895)]",0.29042376577854156,1,2
0.8010474443435669,"[0.8053252696990967, 0.9185585975646973, 0.7465487718582153]","[1, 1, 1]",all,1.0,"(6183, 17, 1002)","[(6183, 19, 1198), (11406, 17, 1002), (11406, 19, 1198)]",0.823477546374003,1,3
0.9416294097900391,"[0.8439391255378723, 0.8328273892402649, 0.7801998853683472]","[1, 2, 2]",all,1.6666666666666667,"(5, 90, 1885)","[(5, 31, 136)]",0.8189888000488281,1,1
0.846180260181427,"[0.7723700404167175, 0.6902976632118225, 0.892691433429718]","[1, 1, 1]",all,1.0,"(5839, 48, 32)","[(5839, 8, 7257)]",0.7851197123527527,1,1
0.9408588409423828,"[0.9656034111976624, 0.9561423659324646, 0.98336261510849]","[2, 1, 1]",all,1.3333333333333333,"(1014, 37, 2033)","[(2832, 24, 2033), (2832, 66, 2033)]",0.9683694640795389,1,2
0.4746376872062683,"[0.7903270721435547, 0.8660013675689697, 0.896831750869751]","[1, 1, 1]",all,1.0,"(8194, 154, 2620)","[(8319, 159, 8194)]",0.8510533968607584,1,1
0.8808958530426025,"[0.9567905068397522, 0.7969914674758911, 0.9114301204681396]","[1, 1, 1]",all,1.0,"(7870, 17, 862)","[(7870, 85, 434)]",0.8884040315945944,1,1
0.8271660208702087,"[0.9574041962623596, 0.6787471771240234, 0.7791473269462585]","[1, 1, 1]",all,1.0,"(7739, 48, 32)","[(1295, 13, 32)]",0.8050995667775472,1,1
0.8892365097999573,"[0.9333280920982361, 0.8175872564315796, 0.926941990852356]","[1, 1, 1]",all,1.0,"(7535, 17, 215)","[(3487, 19, 999), (999, 47, 3487), (7535, 19, 999), (3487, 17, 215)]",0.8926191131273905,1,4
0.902134120464325,"[0.43744519352912903, 0.5267449617385864, 0.24558278918266296]","[2, 1, 1]",all,1.3333333333333333,"(5912, 100, 1672)","[(5912, 100, 8832)]",0.40325764815012616,1,1
0.9894706010818481,"[0.9911750555038452, 0.9915282726287842, 0.990070641040802]","[1, 1, 1]",all,1.0,"(9774, 25, 62)","[(3140, 43, 141), (3140, 25, 62), (9774, 43, 141)]",0.9909246563911438,1,3
0.908585786819458,"[0.956904411315918, 0.7588158249855042, 0.8240827918052673]","[1, 1, 1]",all,1.0,"(2091, 23, 3486)","[(2649, 13, 2091)]",0.8466010093688965,1,1
0.9883594512939453,"[0.9958401918411255, 0.958617627620697, 0.9928747415542603]","[1, 1, 1]",all,1.0,"(6350, 43, 141)","[(6350, 66, 9443)]",0.982444187005361,1,1
0.9901472926139832,"[0.988789439201355, 0.9907739758491516, 0.9947110414505005]","[1, 1, 1]",all,1.0,"(14357, 25, 62)","[(14357, 52, 1374)]",0.9914248188336691,1,1
0.1549590826034546,"[0.09556595236063004, 0.07113013416528702, 0.0778331607580185]","[1, 2, 3]",all,2.0,"(1888, 14, 2272)","[(744, 38, 1888), (744, 6, 1888)]",0.08150974909464519,1,2
0.9535616040229797,"[0.8813751935958862, 0.9262626767158508, 0.8700626492500305]","[1, 1, 1]",all,1.0,"(805, 115, 747)","[(345, 103, 805)]",0.8925668398539225,1,1
0.931495726108551,"[0.8390846848487854, 0.7963830232620239, 0.7208419442176819]","[1, 1, 1]",all,1.0,"(3715, 17, 862)","[(3715, 19, 2998)]",0.7854365507761637,1,1
0.6236992478370667,"[0.7511723637580872, 0.6948959231376648, 0.683659553527832]","[1, 1, 1]",all,1.0,"(2154, 26, 1960)","[(2271, 26, 1960)]",0.7099092801411947,1,1
0.962796151638031,"[0.9272232055664062, 0.9298843741416931, 0.8931649327278137]","[1, 1, 1]",all,1.0,"(6482, 26, 990)","[(6482, 26, 183)]",0.9167575041453043,1,1
0.9179816246032715,"[0.9282384514808655, 0.8857851624488831, 0.8349876999855042]","[1, 1, 1]",all,1.0,"(7681, 48, 32)","[(13860, 43, 141), (7681, 43, 141), (13860, 48, 32)]",0.8830037713050842,1,3
0.9959683418273926,"[0.9776672720909119, 0.9834564328193665, 0.9841283559799194]","[1, 1, 1]",all,1.0,"(5617, 25, 62)","[(11683, 127, 1044), (1044, 144, 5617), (5617, 127, 1044), (1044, 15, 11683), (11683, 25, 62), (5617, 194, 1044)]",0.9817506869633993,1,6
0.9863195419311523,"[0.9807062149047852, 0.9573851823806763, 0.9891818165779114]","[1, 1, 1]",all,1.0,"(7417, 33, 90)","[(552, 34, 90), (552, 28, 32), (32, 15, 7417), (7417, 133, 32), (32, 87, 7417)]",0.9757577379544576,1,5
0.9531453251838684,"[0.9306873679161072, 0.9586111903190613, 0.9496498107910156]","[1, 1, 1]",all,1.0,"(6412, 48, 32)","[(6412, 17, 243)]",0.946316123008728,1,1
0.8706680536270142,"[0.36070337891578674, 0.8307541608810425, 0.6268232464790344]","[5, 2, 4]",all,3.6666666666666665,"(889, 19, 7255)","[(358, 27, 889), (358, 27, 2565), (2565, 19, 7255)]",0.6060935954252878,1,3
0.9600799083709717,"[0.7805131673812866, 0.9472266435623169, 0.8835891485214233]","[1, 1, 1]",all,1.0,"(2937, 48, 32)","[(6638, 28, 32), (6638, 13, 32)]",0.8704429864883423,1,2
0.9909408688545227,"[0.9704563021659851, 0.9816954135894775, 0.9651332497596741]","[1, 1, 1]",all,1.0,"(1569, 85, 434)","[(2541, 85, 434)]",0.9724283218383789,1,1
0.9645830988883972,"[0.9736804962158203, 0.9361812472343445, 0.9365352392196655]","[1, 1, 1]",all,1.0,"(8377, 26, 64)","[(7221, 26, 64)]",0.9487989942232767,1,1
0.9874509572982788,"[0.9907093048095703, 0.993626594543457, 0.9964058995246887]","[1, 1, 1]",all,1.0,"(8557, 25, 62)","[(7670, 25, 62)]",0.9935805996259054,1,1
0.5090773701667786,"[0.706150233745575, 0.7683021426200867, 0.9029375910758972]","[1, 1, 1]",all,1.0,"(1454, 92, 5562)","[(1271, 9, 3702), (3702, 92, 5562), (1454, 9, 1271), (1271, 9, 1454)]",0.7924633224805196,1,4
0.35684913396835327,"[0.03518254682421684, 0.35168904066085815, 0.20884127914905548]","[9, 2, 1]",all,4.0,"(7889, 46, 3115)","[(7889, 46, 8400)]",0.19857095554471016,1,1
0.9932956099510193,"[0.9871576428413391, 0.9809751510620117, 0.9850473403930664]","[1, 1, 1]",all,1.0,"(1429, 120, 791)","[(95, 15, 1429)]",0.9843933780988058,1,1
0.8733823895454407,"[0.32832980155944824, 0.6308559775352478, 0.58577561378479]","[1, 1, 3]",all,1.6666666666666667,"(10860, 154, 5054)","[(10860, 135, 382), (382, 87, 10860), (382, 15, 10860)]",0.5149871309598287,1,3
0.9906631708145142,"[0.9926336407661438, 0.9890845417976379, 0.9845708012580872]","[1, 1, 1]",all,1.0,"(5818, 34, 90)","[(5818, 13, 32), (3249, 13, 32), (3249, 34, 90), (3249, 28, 32)]",0.9887629946072897,1,4
0.08467245101928711,"[0.04046494886279106, 0.07038227468729019, 0.034520119428634644]","[3, 1, 3]",all,2.3333333333333335,"(12195, 66, 592)","[(12195, 48, 32)]",0.0484557809929053,1,1
0.9039296507835388,"[0.9072026610374451, 0.9757944345474243, 0.9487271904945374]","[1, 1, 1]",all,1.0,"(1803, 156, 6317)","[(1803, 156, 4922)]",0.9439080953598022,1,1
0.828163743019104,"[0.9399967193603516, 0.9015437960624695, 0.9366933703422546]","[1, 1, 1]",all,1.0,"(3120, 220, 6386)","[(3120, 220, 4005)]",0.9260779619216919,1,1
0.9694784283638,"[0.940424919128418, 0.9840303659439087, 0.9754753708839417]","[2, 1, 2]",all,1.6666666666666667,"(746, 13, 1682)","[(1682, 72, 1091)]",0.9666435519854227,1,1
0.9161665439605713,"[0.9363663196563721, 0.8331047296524048, 0.7727617621421814]","[1, 1, 2]",all,1.3333333333333333,"(5400, 31, 4)","[(5400, 86, 2317), (2317, 32, 5400)]",0.8474109371503195,1,2
0.5944116711616516,"[0.778348982334137, 0.6498842835426331, 0.5604302883148193]","[1, 1, 1]",all,1.0,"(11844, 61, 2940)","[(484, 89, 11844), (4783, 61, 2940), (484, 89, 4783)]",0.6628878513971964,1,3
0.9577904939651489,"[0.9780294895172119, 0.9108566641807556, 0.8505179286003113]","[1, 1, 1]",all,1.0,"(3407, 35, 7238)","[(3407, 35, 1806)]",0.9131346940994263,1,1
0.9944069385528564,"[0.9904404878616333, 0.9908973574638367, 0.9984170198440552]","[1, 1, 1]",all,1.0,"(12309, 43, 141)","[(12309, 21, 9313)]",0.993251621723175,1,1
0.5538073778152466,"[0.3046817481517792, 0.2671877443790436, 0.7157031893730164]","[2, 3, 1]",all,2.0,"(1504, 14, 5334)","[(11471, 221, 5334)]",0.42919089396794635,1,1
0.9854287505149841,"[0.9919456839561462, 0.9964209794998169, 0.9916463494300842]","[1, 1, 1]",all,1.0,"(1886, 60, 90)","[(593, 108, 90), (1886, 100, 160), (593, 166, 90), (593, 101, 160)]",0.9933376709620158,1,4
0.1647690385580063,"[0.3031492531299591, 0.16627024114131927, 0.049846820533275604]","[1, 1, 5]",all,2.3333333333333335,"(4878, 39, 592)","[(2099, 47, 4878), (4878, 19, 2099)]",0.173088771601518,1,2
0.8372358679771423,"[0.7285919785499573, 0.6453376412391663, 0.8448581099510193]","[1, 1, 1]",all,1.0,"(7494, 67, 259)","[(402, 67, 259)]",0.739595909913381,1,1
0.9143084287643433,"[0.9118192195892334, 0.6166622638702393, 0.9611773490905762]","[1, 2, 1]",all,1.3333333333333333,"(1685, 17, 60)","[(1685, 6, 71)]",0.829886277516683,1,1
0.9936367273330688,"[0.9930588006973267, 0.970738410949707, 0.9918209314346313]","[1, 1, 1]",all,1.0,"(2664, 25, 62)","[(291, 25, 62), (2664, 77, 2016), (2016, 38, 291), (2016, 77, 2664)]",0.9852060476938883,1,4
0.3936966061592102,"[0.33092567324638367, 0.5654025077819824, 0.5200470089912415]","[1, 1, 1]",all,1.0,"(11761, 113, 5770)","[(3529, 150, 32), (11761, 150, 32), (3529, 113, 5770)]",0.4721250633398692,1,3
0.8457817435264587,"[0.7704936861991882, 0.9371817708015442, 0.8668347001075745]","[2, 1, 2]",all,1.6666666666666667,"(2062, 43, 384)","[(2062, 8, 8285), (8285, 8, 2062), (2788, 8, 8285), (2788, 43, 384)]",0.8581700523694357,1,4
0.664778470993042,"[0.9416974782943726, 0.8510797619819641, 0.5707682371139526]","[1, 1, 3]",all,1.6666666666666667,"(6260, 8, 3691)","[(1912, 8, 3691), (1912, 3, 3691), (3691, 8, 1912), (6260, 8, 8095), (3691, 3, 1912), (8095, 8, 1912)]",0.7878484924634298,1,6
0.9848780035972595,"[0.9956322312355042, 0.9890168905258179, 0.994682252407074]","[1, 1, 1]",all,1.0,"(7388, 25, 62)","[(5913, 43, 141), (7388, 43, 141), (5913, 25, 62)]",0.993110458056132,1,3
0.9913109540939331,"[0.994204580783844, 0.9950740933418274, 0.9959826469421387]","[1, 1, 1]",all,1.0,"(8790, 25, 62)","[(236, 63, 5048), (236, 44, 8790), (236, 63, 8790), (5048, 25, 62)]",0.9950871070226034,1,4
0.6285704970359802,"[0.6936930418014526, 0.7174508571624756, 0.8153699636459351]","[1, 1, 1]",all,1.0,"(5361, 177, 1271)","[(10046, 134, 1271)]",0.7421712875366211,1,1
0.8698863387107849,"[0.3088131248950958, 0.7233558297157288, 0.7968100309371948]","[2, 1, 1]",all,1.3333333333333333,"(7843, 17, 862)","[(7843, 17, 60)]",0.6096596618493398,1,1
0.9906078577041626,"[0.9773667454719543, 0.9857562184333801, 0.9667589664459229]","[1, 1, 2]",all,1.3333333333333333,"(434, 161, 5949)","[(186, 85, 434)]",0.9766273101170858,1,1
0.9801432490348816,"[0.7985552549362183, 0.7214593887329102, 0.6031419634819031]","[2, 2, 2]",all,2.0,"(8623, 43, 384)","[(9874, 47, 8623), (8623, 19, 9874)]",0.7077188690503439,1,2
0.9856534600257874,"[0.9178999662399292, 0.9746568202972412, 0.9664497375488281]","[1, 1, 1]",all,1.0,"(2539, 19, 536)","[(4928, 3, 667), (4928, 8, 667), (667, 8, 4928), (667, 3, 4928), (667, 8, 2539), (667, 3, 2539), (2539, 8, 667), (536, 47, 4928), (4928, 19, 536)]",0.9530021746953329,1,9
0.9222087264060974,"[0.8986274600028992, 0.9313007593154907, 0.9280401468276978]","[1, 1, 1]",all,1.0,"(8285, 17, 862)","[(1218, 8, 8285)]",0.9193227887153625,1,1
0.9950908422470093,"[0.9893785119056702, 0.9759066700935364, 0.9969491362571716]","[1, 1, 1]",all,1.0,"(4550, 60, 90)","[(4550, 19, 77)]",0.9874114394187927,1,1
0.9722623825073242,"[0.9801749587059021, 0.9847635626792908, 0.9826933145523071]","[1, 1, 1]",all,1.0,"(13452, 212, 4563)","[(4055, 50, 13452)]",0.9825439453125,1,1
0.4449474811553955,"[0.16810579597949982, 0.09059617668390274, 0.49683406949043274]","[3, 10, 1]",all,4.666666666666667,"(8706, 86, 1630)","[(1147, 3, 6810), (6810, 8, 1147), (6810, 3, 1147), (6810, 159, 1630), (8706, 136, 1147), (1147, 38, 8706), (1147, 6, 8706), (1147, 8, 6810)]",0.2518453473846118,1,8
0.7856136560440063,"[0.9629581570625305, 0.9475275278091431, 0.9325371384620667]","[1, 1, 1]",all,1.0,"(6149, 26, 64)","[(6959, 26, 64)]",0.9476742744445801,1,1
0.9066410064697266,"[0.8582515120506287, 0.8633237481117249, 0.8927446603775024]","[1, 2, 2]",all,1.6666666666666667,"(6087, 26, 1098)","[(9986, 26, 1098), (6087, 26, 990), (9986, 26, 990)]",0.8714399735132853,1,3
0.9964919686317444,"[0.964509129524231, 0.9871116280555725, 0.9965364933013916]","[1, 1, 1]",all,1.0,"(7614, 91, 494)","[(1974, 7, 7614)]",0.9827190836270651,1,1
0.7165725231170654,"[0.6354397535324097, 0.4843207597732544, 0.6264766454696655]","[2, 1, 1]",all,1.3333333333333333,"(11021, 46, 152)","[(4350, 46, 152), (4350, 150, 32), (11021, 16, 32)]",0.5820790529251099,1,3
0.9217239618301392,"[0.9489216804504395, 0.9773187041282654, 0.9268721342086792]","[1, 1, 1]",all,1.0,"(6678, 43, 384)","[(6678, 19, 1062), (4967, 43, 384), (1062, 47, 4967)]",0.9510375062624613,1,3
0.8518562912940979,"[0.7750000953674316, 0.8690880537033081, 0.7316609025001526]","[1, 1, 1]",all,1.0,"(8105, 52, 1374)","[(8105, 20, 1952)]",0.7919163505236307,1,1
0.9204357266426086,"[0.9191948175430298, 0.8649570941925049, 0.9840766787528992]","[1, 1, 1]",all,1.0,"(1501, 10, 11145)","[(356, 10, 11145)]",0.9227428634961446,1,1
0.987588107585907,"[0.9916284084320068, 0.9890266060829163, 0.9767228960990906]","[1, 1, 1]",all,1.0,"(5914, 137, 9633)","[(5914, 137, 4738)]",0.9857926368713379,1,1
0.7779244184494019,"[0.8819320797920227, 0.9159649014472961, 0.922579824924469]","[1, 1, 1]",all,1.0,"(3894, 31, 163)","[(3894, 31, 147)]",0.906825602054596,1,1
0.9878473281860352,"[0.9924444556236267, 0.9879422783851624, 0.995182454586029]","[1, 1, 1]",all,1.0,"(7268, 120, 791)","[(9607, 120, 791), (7268, 33, 90), (9607, 33, 90)]",0.9918563961982727,1,3
0.5459656119346619,"[0.2650698721408844, 0.3420792818069458, 0.44389092922210693]","[2, 2, 2]",all,2.0,"(1707, 86, 10402)","[(1707, 31, 205), (4381, 31, 205), (205, 2, 1707), (205, 2, 4381), (4381, 86, 10402)]",0.35034669438997906,1,5
0.7389125823974609,"[0.275230348110199, 0.22607682645320892, 0.6550307869911194]","[1, 7, 1]",all,3.0,"(2592, 17, 2123)","[(5933, 20, 10154), (10154, 17, 2123), (5933, 20, 2592)]",0.3854459871848424,1,3
