new_score,exp,exp_length,original_score,original_rank,new_rank,prediction,new_scores,new_ranks,facts
3.0687355319969356e-05,"[(1025, 1, 12227), (1025, 1, 5927), (12227, 1, 14940), (12227, 1, 1025), (14940, 1, 5927), (13800, 1, 5927), (13800, 1, 12227), (5927, 1, 14940), (5927, 1, 1025)]",9,0.8385334610939026,1,10249.0,"(14940, 1, 12227)",[3.0687355319969356e-05],[10249],"[([(12227, 1, 14940)], 0.5226, 'xrule'), ({(12227, 1, 14940)}, 0.36045036870995967, 'baseline'), ({(5927, 1, 14940)}, 0.026883224922800843, 'baseline'), ({(14940, 1, 5927)}, -0.026874144611402823, 'baseline'), ([(5927, 1, 1025), (1025, 1, 5927), (1025, 1, 12227), (12227, 1, 1025), (5927, 1, 14940), (14940, 1, 5927)], -0.46649998, 'xrule'), ([(13800, 1, 12227), (5927, 1, 13800), (13800, 1, 5927), (5927, 1, 14940), (14940, 1, 5927)], -0.47529995, 'xrule')]"
9.043496538652107e-05,"[(9188, 1, 30805), (30805, 1, 9188), (9188, 1, 2949), (2949, 1, 9188), (8019, 1, 2949), (30805, 1, 8019)]",6,0.8824633359909058,1,10248.0,"(2949, 1, 8019)",[9.043496538652107e-05],[10248],"[({(8019, 1, 2949)}, 0.5742899613385365, 'baseline'), ([(8019, 1, 2949)], 0.1337, 'xrule'), ({(9188, 1, 2949)}, 0.052514950752382675, 'baseline'), ({(2949, 1, 9188)}, 0.006195108382389739, 'baseline'), ([(2949, 1, 9188), (9188, 1, 30805), (30805, 1, 8019), (30805, 1, 9188), (9188, 1, 2949)], -0.0045000017, 'xrule'), ([(2949, 1, 9188), (8019, 1, 15469), (9188, 1, 15469), (9188, 1, 2949), (15469, 1, 8019)], -0.0414, 'xrule')]"
1.8555763745098375e-05,"[(15171, 1, 31425), (15730, 1, 15171), (15729, 1, 16455), (15730, 1, 15729), (15171, 1, 16455), (15171, 1, 12999), (15729, 1, 15730), (16455, 1, 15729), (15729, 1, 31425)]",9,0.19728238880634308,1,17567.0,"(15729, 1, 12999)",[1.8555763745098375e-05],[17567],"[({(15729, 1, 31425)}, 0.31902484228410066, 'baseline'), ({(15729, 1, 15730)}, 0.2574143518093881, 'baseline'), ({(15729, 1, 16455)}, 0.21521058254417796, 'baseline'), ({(16455, 1, 15729)}, 0.14421651809757893, 'baseline'), ({(15730, 1, 15729)}, 0.08023024632928534, 'baseline'), ([(15171, 1, 31425), (15171, 1, 12999), (12999, 1, 15171), (31425, 1, 15171), (15729, 1, 31425)], 0.0, 'xrule'), ([(15730, 1, 15171), (15171, 1, 12999), (15729, 1, 15730), (12999, 1, 15171), (15730, 1, 15729), (15171, 1, 15730)], 0.0, 'xrule'), ([(15171, 1, 12999), (15729, 1, 16455), (16455, 1, 15729), (16455, 1, 15171), (12999, 1, 15171), (15171, 1, 16455)], -0.0001, 'xrule')]"
0.00010134859621757641,"[(18592, 1, 20124)]",1,0.9615100622177124,1,8717.0,"(20124, 1, 18592)",[0.00010134859621757641],[8717],"[({(18592, 1, 20124)}, 0.993439069409135, 'baseline'), ([(18592, 1, 20124)], 0.9814, 'xrule')]"
2.086675704049412e-05,"[(1116, 1, 23468)]",1,0.9318868517875671,1,29501.0,"(23468, 1, 1116)",[2.086675704049412e-05],[29501],"[({(1116, 1, 23468)}, 0.6104191980275447, 'baseline'), ([(1116, 1, 23468)], 0.39970002, 'xrule')]"
0.002677517244592309,"[(9535, 4, 25282), (25282, 0, 265), (24998, 0, 265), (9535, 4, 24998), (9535, 4, 9536)]",5,0.6587778329849243,1,14.0,"(9536, 0, 265)",[0.002677517244592309],[14],"[([(9535, 4, 9536), (9535, 4, 25282), (25282, 0, 265)], 0.0099, 'xrule'), ([(9535, 4, 9536), (24998, 0, 265), (9535, 4, 24998)], 0.0099, 'xrule'), ({(9535, 4, 9536)}, 0.001142538928545261, 'baseline')]"
2.7546486307983287e-05,"[(13051, 1, 22014), (22014, 1, 13051), (22014, 1, 1419), (1419, 1, 19671), (19671, 1, 1419), (19671, 1, 13051), (13051, 1, 19671)]",7,0.8030797243118286,1,23763.0,"(1419, 1, 22014)",[2.7546486307983287e-05],[23763],"[([(22014, 1, 1419)], 0.64959997, 'xrule'), ({(22014, 1, 1419)}, 0.4022821008227612, 'baseline'), ([(13051, 1, 22014), (22014, 1, 13051), (19671, 1, 13051), (13051, 1, 19671), (1419, 1, 19671), (19671, 1, 1419)], 0.03759998, 'xrule'), ({(1419, 1, 19671)}, 0.006875435792565208, 'baseline'), ({(19671, 1, 1419)}, 0.005820910420683992, 'baseline')]"
0.017781805247068405,"[(16918, 1, 16919), (16476, 1, 16918), (12741, 1, 16476), (16918, 1, 20126), (16919, 1, 16918), (2507, 5, 6166), (16918, 1, 16476), (2507, 1, 16918), (20126, 5, 6166), (16919, 5, 6166), (16476, 1, 12741), (12741, 1, 2507), (2507, 1, 12741)]",13,0.9153757691383362,1,5.0,"(16918, 1, 2507)",[0.017781805247068405],[5],"[([(2507, 1, 16918)], 0.8302, 'xrule'), ([(16918, 1, 20126), (2507, 5, 6166), (20126, 5, 6166)], 0.70350003, 'xrule'), ([(16918, 1, 16919), (16919, 5, 6166), (16919, 1, 16918), (2507, 5, 6166)], 0.4975, 'xrule'), ({(2507, 1, 16918)}, 0.4779289191991522, 'baseline'), ([(16476, 1, 16918), (12741, 1, 16476), (16476, 1, 12741), (16918, 1, 16476), (12741, 1, 2507), (2507, 1, 12741)], 0.4406, 'xrule'), ([(2507, 1, 21185), (16918, 1, 6789), (6789, 1, 16918), (21185, 1, 2507), (6789, 1, 21185), (21185, 1, 6789)], 0.4188, 'xrule'), ({(16918, 1, 16476)}, 0.017212907742799453, 'baseline'), ({(16476, 1, 16918)}, 0.013636748287013582, 'baseline'), ({(16918, 1, 6789)}, 0.012401024779470035, 'baseline'), ({(16918, 1, 20126)}, 0.007419804984429249, 'baseline'), ({(16919, 1, 16918)}, 0.006802658485205, 'baseline'), ({(16918, 0, 2256)}, 0.004397372652914212, 'baseline'), ({(16918, 1, 16919)}, 0.0029961270454762984, 'baseline'), ({(6789, 1, 16918)}, -0.0007701711996499208, 'baseline')]"
7.456020830431953e-05,"[(20726, 1, 12356)]",1,0.8214631676673889,1,10847.0,"(12356, 1, 20726)",[7.456020830431953e-05],[10847],"[([(20726, 1, 12356)], 0.8545, 'xrule'), ({(20726, 1, 12356)}, 0.7036301349176126, 'baseline')]"
4.988174623576924e-05,"[(7056, 1, 31721), (24228, 0, 7056), (31721, 1, 7056), (24228, 1, 31721)]",4,0.8690681457519531,1,14797.0,"(31721, 1, 24228)",[4.988174623576924e-05],[14797],"[({(24228, 1, 31721)}, 0.7329310634691416, 'baseline'), ([(24228, 1, 31721)], 0.6764, 'xrule'), ({(7056, 1, 31721)}, 0.02775220104411862, 'baseline'), ({(31721, 1, 7056)}, -0.09236683410579029, 'baseline'), ([(7056, 1, 31721), (24228, 0, 7056), (31721, 1, 7056)], -0.3229, 'xrule')]"
2.4820064936648123e-06,"[(20572, 1, 7983), (14618, 3, 7982), (20572, 1, 7982), (7982, 3, 14618), (7983, 1, 20572), (7983, 3, 14618), (14618, 3, 7983), (7982, 3, 7983)]",8,0.9877474308013916,1,38405.0,"(7982, 1, 20572)",[2.4820064936648123e-06],[38405],"[([(20572, 1, 7982)], 0.9855, 'xrule'), ({(20572, 1, 7982)}, 0.7352555850972842, 'baseline'), ([(7982, 3, 14618), (20572, 1, 7983), (7983, 1, 20572), (7983, 3, 14618), (14618, 3, 7982), (14618, 3, 7983)], 0.034200013, 'xrule'), ([(7983, 1, 20572), (20572, 1, 7983), (7982, 3, 7983)], 0.018700004, 'xrule'), ({(7982, 3, 14618)}, 0.0005414886063706182, 'baseline'), ({(14618, 3, 7982)}, -9.485059455367645e-05, 'baseline'), ({(7982, 3, 7983)}, -0.0009193020475509297, 'baseline')]"
5.1643884944496676e-05,"[(21273, 4, 27089), (21273, 4, 21274), (21273, 4, 38219), (33277, 0, 25460), (21273, 4, 32246), (21274, 0, 25460), (21273, 4, 25460), (32246, 0, 25460), (21273, 4, 33277), (38219, 0, 25460)]",10,0.5863993167877197,1,381.0,"(27089, 0, 25460)",[5.1643884944496676e-05],[381],"[({(21273, 4, 27089)}, 0.03216310496032333, 'baseline'), ([(33277, 0, 25460), (21273, 4, 27089), (21273, 4, 33277)], 0.0061, 'xrule'), ([(21273, 4, 32246), (21273, 4, 27089), (32246, 0, 25460)], 0.006, 'xrule'), ([(21273, 4, 27089), (21273, 4, 21274), (21274, 0, 25460)], 0.006, 'xrule'), ([(21273, 4, 27089), (38219, 0, 25460), (21273, 4, 38219)], 0.006, 'xrule'), ([(21273, 4, 27089), (21273, 4, 32720), (32720, 0, 25460)], 0.0058999998, 'xrule')]"
0.00011300892947474495,"[(39891, 1, 20097)]",1,0.9519976377487183,1,7559.0,"(20097, 1, 39891)",[0.00011300892947474495],[7559],"[([(39891, 1, 20097)], 0.7571, 'xrule'), ({(39891, 1, 20097)}, 0.28508720902036194, 'baseline')]"
0.00026054761838167906,"[(21899, 0, 522), (21041, 1, 522), (17635, 0, 522), (21041, 1, 17635), (21899, 1, 21041), (17635, 1, 21041)]",6,0.9422932267189026,1,2264.0,"(522, 1, 21041)",[0.00026054761838167906],[2264],"[({(21041, 1, 522)}, 0.5747261481480711, 'baseline'), ([(21041, 1, 522)], 0.035299998, 'xrule'), ({(17635, 0, 522)}, 0.00411097237724223, 'baseline'), ({(21899, 0, 522)}, -0.004310925520346692, 'baseline'), ([(17635, 1, 21041), (21041, 1, 17635), (17635, 0, 522)], -0.0191, 'xrule'), ([(21899, 0, 522), (21899, 1, 21041), (21041, 1, 21899)], -0.5809, 'xrule')]"
1.9480094124446623e-05,"[(26855, 1, 26856)]",1,0.9746934175491333,1,23383.0,"(26856, 1, 26855)",[1.9480094124446623e-05],[23383],"[({(26855, 1, 26856)}, 0.9593080781198754, 'baseline'), ([(26855, 1, 26856)], 0.8927, 'xrule')]"
1.3044594197708648e-05,"[(38175, 1, 29520)]",1,0.9498961567878723,1,29410.0,"(29520, 1, 38175)",[1.3044594197708648e-05],[29410],"[([(38175, 1, 29520)], 0.997, 'xrule'), ({(38175, 1, 29520)}, 0.8267801280127453, 'baseline')]"
4.1266001062467694e-05,"[(2643, 1, 11856)]",1,0.9860931038856506,1,20067.0,"(11856, 1, 2643)",[4.1266001062467694e-05],[20067],"[([(2643, 1, 11856)], 0.9026, 'xrule'), ({(2643, 1, 11856)}, 0.5049376317709482, 'baseline')]"
6.469144864240661e-05,"[(26217, 1, 6787)]",1,0.867676854133606,1,15224.0,"(6787, 1, 26217)",[6.469144864240661e-05],[15224],"[({(26217, 1, 6787)}, 0.5831703382496151, 'baseline'), ([(26217, 1, 6787)], 0.5224, 'xrule')]"
0.00012832753418479115,"[(16161, 0, 3005), (3137, 1, 3136), (3137, 0, 3005), (16161, 1, 3136), (3136, 1, 3137)]",5,0.92377108335495,1,5227.0,"(3136, 1, 16161)",[0.00012832753418479115],[5227],"[({(16161, 1, 3136)}, 0.6415382470324063, 'baseline'), ([(16161, 1, 3136)], 0.0538, 'xrule'), ({(3137, 1, 3136)}, -0.03833248192085335, 'baseline'), ({(3136, 1, 3137)}, -0.10337134166018735, 'baseline'), ([(16161, 0, 3005), (3137, 1, 3136), (3137, 0, 3005), (3136, 1, 3137)], -0.42839998, 'xrule')]"
1.9499089830787852e-05,"[(22752, 1, 2392), (11603, 1, 7967), (25306, 1, 7967), (2392, 1, 22752), (28597, 1, 2392), (25306, 1, 22752), (22752, 0, 7968), (7967, 0, 7968), (11603, 1, 22752), (22752, 1, 25306), (7967, 1, 2392), (2392, 1, 7967), (2392, 1, 28597), (28597, 1, 11603), (7967, 1, 25306), (11603, 1, 28597), (7967, 1, 11603)]",17,0.9543496966362,1,29145.0,"(22752, 1, 11603)",[1.9499089830787852e-05],[29145],"[([(11603, 1, 22752)], 0.8962, 'xrule'), ([(22752, 1, 2392), (2392, 1, 22752), (2392, 1, 28597), (28597, 1, 2392), (28597, 1, 11603), (11603, 1, 28597)], 0.6516, 'xrule'), ([(22752, 1, 2392), (11603, 1, 7967), (7967, 1, 2392), (2392, 1, 22752), (2392, 1, 7967), (7967, 1, 11603)], 0.5719, 'xrule'), ([(11603, 1, 7967), (25306, 1, 7967), (7967, 1, 25306), (25306, 1, 22752), (22752, 1, 25306), (7967, 1, 11603)], 0.43780002, 'xrule'), ([(11603, 1, 7967), (7967, 0, 7968), (7967, 1, 11603), (22752, 0, 7968)], 0.30480003, 'xrule'), ({(11603, 1, 22752)}, 0.27242461938597023, 'baseline'), ({(2392, 1, 22752)}, 0.030200104169305412, 'baseline'), ({(22752, 1, 25306)}, 0.010256628442331382, 'baseline'), ({(22752, 1, 2392)}, -0.0035090046389019474, 'baseline'), ({(22752, 0, 7968)}, -0.008585830272531144, 'baseline'), ({(25306, 1, 22752)}, -0.01295181091713325, 'baseline')]"
0.0077111562713980675,"[(1897, 1, 8742), (5674, 1, 19068), (19068, 1, 8742), (5674, 1, 1897), (8742, 1, 1897), (1897, 1, 5674), (19068, 1, 5674)]",7,0.9776057600975037,1,35.0,"(8742, 1, 19068)",[0.0077111562713980675],[35],"[({(19068, 1, 8742)}, 0.6129601440372537, 'baseline'), ([(19068, 1, 8742)], 0.5146, 'xrule'), ([(5674, 1, 1897), (8742, 1, 1897), (1897, 1, 5674), (1897, 1, 8742), (19068, 1, 5674), (5674, 1, 19068)], 0.14429998, 'xrule'), ({(8742, 1, 1897)}, 0.030479173123996825, 'baseline')]"
6.353145727189258e-05,"[(2415, 1, 20944), (2994, 1, 2993), (20944, 1, 2994), (2994, 1, 20944), (2993, 1, 2994), (2415, 1, 2993), (2993, 1, 2415)]",7,0.8592720627784729,1,12182.0,"(20944, 1, 2415)",[6.353145727189258e-05],[12182],"[([(2415, 1, 20944)], 0.6179, 'xrule'), ({(2415, 1, 20944)}, 0.35504530026116815, 'baseline'), ({(2994, 1, 20944)}, 0.00036273426743560976, 'baseline'), ({(20944, 1, 2994)}, -0.006144543232713538, 'baseline'), ([(2993, 1, 2994), (2994, 1, 2993), (20944, 1, 2994), (2993, 1, 2415), (2994, 1, 20944), (2415, 1, 2993)], -0.019800007, 'xrule')]"
1.1489983080537058e-05,"[(16624, 1, 15793), (15794, 1, 15793), (15793, 1, 16624), (15793, 1, 15794), (15794, 9, 16624)]",5,0.9656851887702942,1,11570.0,"(16624, 9, 15794)",[1.1489983080537058e-05],[11570],"[({(15794, 9, 16624)}, 0.9550486109125088, 'baseline'), ([(15794, 9, 16624)], 0.9081, 'xrule'), ({(16624, 1, 15793)}, -0.004913528486890205, 'baseline'), ({(15793, 1, 16624)}, -0.005695243440208163, 'baseline'), ([(15793, 1, 16624), (16624, 1, 15793), (15793, 1, 15794), (15794, 1, 15793)], -0.09140003, 'xrule')]"
8.251950930571184e-05,"[(15587, 1, 15588), (2739, 1, 31654), (15588, 1, 31654), (14064, 1, 15588), (2739, 1, 27163), (15588, 1, 27163), (15587, 1, 2739), (31654, 1, 15588), (2739, 1, 14064), (14064, 1, 2739), (15588, 1, 14064), (27163, 1, 15588), (2739, 1, 15587), (27163, 1, 2739), (31654, 1, 2739)]",15,0.9287481307983398,1,8796.0,"(15588, 1, 15587)",[8.251950930571184e-05],[8796],"[([(15587, 1, 15588)], 0.7572, 'xrule'), ([(15587, 1, 2739), (31654, 1, 15588), (2739, 1, 31654), (15588, 1, 31654), (2739, 1, 15587), (31654, 1, 2739)], 0.47419998, 'xrule'), ([(15587, 1, 2739), (2739, 1, 14064), (14064, 1, 2739), (15588, 1, 14064), (14064, 1, 15588), (2739, 1, 15587)], 0.4227, 'xrule'), ([(27163, 1, 15588), (15587, 1, 2739), (2739, 1, 27163), (2739, 1, 15587), (15588, 1, 27163), (27163, 1, 2739)], 0.23289996, 'xrule'), ({(15587, 1, 15588)}, 0.12974397385803899, 'baseline'), ([(15587, 1, 2739), (15588, 0, 3978), (2739, 0, 3978), (2739, 1, 15587)], 0.108799994, 'xrule'), ({(15588, 1, 27163)}, 0.024200419848009802, 'baseline'), ({(15588, 1, 14064)}, 0.01784233276637078, 'baseline'), ({(31654, 1, 15588)}, 0.013815144951124675, 'baseline'), ({(14064, 1, 15588)}, -0.009700019869169485, 'baseline'), ({(27163, 1, 15588)}, -0.01436259320417592, 'baseline'), ({(15588, 0, 3978)}, -0.01875402503274444, 'baseline'), ({(15588, 1, 31654)}, -0.02076657585499527, 'baseline')]"
5.147759657120332e-05,"[(8754, 0, 1668), (4244, 0, 5746), (4243, 0, 1668), (4244, 1, 8754), (4243, 1, 4244), (4244, 1, 4243), (1668, 1, 5746)]",7,0.957123875617981,1,18720.0,"(8754, 1, 4244)",[5.147759657120332e-05],[18720],"[({(4244, 1, 8754)}, 0.525248331908301, 'baseline'), ([(4244, 1, 8754)], 0.3762, 'xrule'), ([(8754, 0, 1668), (4244, 0, 5746), (1668, 1, 5746)], 0.034399986, 'xrule'), ({(8754, 0, 1668)}, 0.014129261451272109, 'baseline'), ([(8754, 0, 1668), (4243, 0, 1668), (4243, 1, 4244), (4244, 1, 4243)], -0.3089, 'xrule')]"
0.00016033623251132667,"[(3300, 1, 17578), (8885, 1, 17578), (26393, 1, 3300), (17578, 1, 3300), (3300, 1, 26393), (8885, 1, 26393), (26393, 1, 8885)]",7,0.8962762355804443,1,2890.0,"(17578, 1, 8885)",[0.00016033623251132667],[2890],"[({(8885, 1, 17578)}, 0.5830516057889199, 'baseline'), ([(8885, 1, 17578)], 0.1314, 'xrule'), ({(3300, 1, 17578)}, -0.059610565212376045, 'baseline'), ({(17578, 1, 3300)}, -0.10025068087428018, 'baseline'), ([(3300, 1, 17578), (17578, 1, 3300), (3300, 1, 26393), (8885, 1, 26393), (26393, 1, 8885), (26393, 1, 3300)], -0.839, 'xrule')]"
0.1753796488046646,"[(26608, 2, 121), (20016, 4, 28966), (20016, 4, 30007), (28966, 2, 121), (14054, 2, 121), (30007, 2, 916), (27523, 2, 121), (20016, 4, 14054), (26608, 2, 916), (27523, 2, 916)]",10,0.23917707800865173,1,1.0,"(30007, 2, 121)",[0.1753796488046646],[1],"[({(20016, 4, 30007)}, 0.21461867860128803, 'baseline'), ({(30007, 2, 916)}, 0.17772300103971134, 'baseline'), ([(20016, 4, 14054), (20016, 4, 30007), (14054, 2, 121)], 0.0, 'xrule'), ([(26608, 2, 121), (26608, 2, 916), (30007, 2, 916)], -9.999995e-05, 'xrule'), ([(20016, 4, 28966), (20016, 4, 30007), (28966, 2, 121)], -0.00019999995, 'xrule'), ([(35960, 2, 916), (30007, 2, 916), (35960, 2, 121)], -0.00049999997, 'xrule'), ([(1091, 2, 121), (20016, 4, 30007), (20016, 4, 1091)], -0.0025999998, 'xrule'), ({(13030, 6, 30007)}, -0.1738870635115372, 'baseline')]"
0.00013051230052951723,"[(24115, 1, 2300), (2300, 1, 9577), (2300, 1, 24115), (18755, 1, 9577), (18755, 1, 24115)]",5,0.970401406288147,1,1795.0,"(24115, 1, 18755)",[0.00013051230052951723],[1795],"[([(18755, 1, 24115)], 0.8311, 'xrule'), ({(18755, 1, 24115)}, 0.7622009976752318, 'baseline'), ({(2300, 1, 24115)}, 0.05937705468164407, 'baseline'), ({(24115, 1, 2300)}, -0.0330183105712512, 'baseline'), ([(24115, 1, 2300), (2300, 1, 24115), (18755, 1, 9577), (2300, 1, 9577)], -0.1588, 'xrule'), ([(2300, 1, 18754), (18754, 1, 2300), (18755, 1, 18754), (24115, 1, 2300), (2300, 1, 24115), (18754, 1, 18755)], -0.16039997, 'xrule')]"
0.00013523369852919132,"[(814, 1, 815), (8573, 1, 815), (815, 1, 29585), (814, 1, 8574), (8573, 1, 8574), (8574, 1, 814), (12655, 1, 8574), (8574, 1, 29585), (8574, 1, 12655), (815, 1, 814), (815, 1, 12655), (815, 1, 8573)]",12,0.8929891586303711,1,1708.0,"(8574, 1, 8573)",[0.00013523369852919132],[1708],"[([(8573, 1, 8574)], 0.7694, 'xrule'), ([(12655, 1, 8574), (8573, 1, 815), (8574, 1, 12655), (815, 1, 12655), (815, 1, 8573)], 0.45539996, 'xrule'), ([(8574, 1, 814), (814, 1, 815), (8573, 1, 815), (814, 1, 8574), (815, 1, 814), (815, 1, 8573)], 0.35579997, 'xrule'), ({(8573, 1, 8574)}, 0.22766308068495858, 'baseline'), ({(8574, 1, 29585)}, 0.07730249598763626, 'baseline'), ({(814, 1, 8574)}, 0.02820781893862361, 'baseline'), ({(8574, 1, 12655)}, 0.01063446229005047, 'baseline'), ({(8574, 1, 814)}, 0.004039923636684697, 'baseline'), ({(12655, 1, 8574)}, -0.0014966922233100777, 'baseline'), ([(29585, 1, 815), (8573, 1, 815), (8574, 1, 29585), (815, 1, 29585), (815, 1, 8573)], -0.05190003, 'xrule')]"
6.926871719770133e-05,"[(29649, 1, 11590)]",1,0.8879063725471497,1,12094.0,"(11590, 1, 29649)",[6.926871719770133e-05],[12094],"[([(29649, 1, 11590)], 0.4994, 'xrule'), ({(29649, 1, 11590)}, 0.42675812256286727, 'baseline')]"
