new_score,original_rank,new_ranks,new_rank,facts,#facts,new_scores,prediction,original_score
0.9960907995700836,1,"[1, 1]",1.0,"[([(7182, 1, 6071)], 2.9064202378938808e-05, 'kelpie'), ([(7182, 3, 1180)], 2.7607206418279254e-05, 'kelpie'), ([(7182, 3, 1814)], 2.1976662961920998e-05, 'kelpie'), ([(15851, 3, 7), (7182, 3, 7), (15851, 10, 7830)], 0.0, 'xrule'), ([(7182, 3, 7), (18840, 3, 7), (18840, 10, 7830)], 0.0, 'xrule'), ([(19469, 3, 7), (7182, 3, 7), (19469, 10, 7830)], 0.0, 'xrule')]",6,"[0.999904990196228, 0.9922766089439392]","(7182, 10, 7830)",5.526598068072985e-10
0.00010393855973234167,1,"[11, 2]",6.5,"[([(5234, 3, 39), (21865, 3, 39), (21865, 8, 7567)], 0.01999998, 'xrule'), ([(21865, 8, 7567), (21865, 2, 68), (5234, 2, 68)], 0.018299997, 'xrule'), ([(5234, 3, 504)], 0.01785058430108307, 'kelpie'), ([(5234, 3, 5239)], 0.016980647093328853, 'kelpie'), ([(5234, 3, 5245)], 0.009224390546354726, 'kelpie'), ([(5234, 2, 30), (20598, 8, 7567), (20598, 2, 30)], 0.0031000376, 'xrule')]",6,"[0.00018423811707179993, 2.3639002392883413e-05]","(5234, 8, 7567)",0.07745267450809479
2.3560038755476853e-05,1,"[5, 5]",5.0,"[([(5110, 3, 75)], 0.03448663558192176, 'kelpie'), ([(5110, 2, 2028)], 0.0338313346365177, 'kelpie'), ([(5110, 3, 2040)], 0.03353381802609241, 'kelpie'), ([(5110, 1, 65), (23960, 1, 65), (23960, 8, 7593)], -0.0027999878, 'xrule'), ([(22987, 8, 7593), (5110, 3, 39), (22987, 3, 39)], -0.0045000315, 'xrule'), ([(23960, 8, 7593), (23960, 3, 37), (5110, 3, 37)], -0.0065000057, 'xrule')]",6,"[4.674147567129694e-05, 3.7860183965676697e-07]","(5110, 8, 7593)",0.00010146859858650714
0.9850926995277405,1,"[1, 1]",1.0,"[([(7365, 2, 171)], 1.647097493844453e-05, 'kelpie'), ([(7365, 3, 117)], 9.682273653609912e-06, 'kelpie'), ([(7365, 3, 1270)], 6.33649730425332e-06, 'kelpie'), ([(7365, 2, 31), (9705, 2, 31), (9705, 10, 7830)], 0.0, 'xrule'), ([(11081, 2, 31), (7365, 2, 31), (11081, 10, 7830)], 0.0, 'xrule'), ([(12545, 2, 31), (7365, 2, 31), (12545, 10, 7830)], 0.0, 'xrule')]",6,"[0.9999356269836426, 0.9702497720718384]","(7365, 10, 7830)",4.245953633130739e-08
0.022733937421207884,1,"[2, 3]",2.5,"[([(6383, 2, 68), (8641, 8, 7429), (8641, 2, 68)], 0.2809, 'xrule'), ([(6383, 3, 476), (7833, 8, 7429), (7833, 3, 476)], 0.12650001, 'xrule'), ([(7833, 8, 7429), (7833, 3, 7), (6383, 3, 7)], 0.08399999, 'xrule'), ([(6383, 3, 2542)], 0.00015767088627813744, 'kelpie'), ([(6383, 3, 2417)], 0.0001166723783271301, 'kelpie'), ([(6383, 3, 748)], 7.914223216245493e-05, 'kelpie')]",6,"[0.04546305537223816, 4.819470177608309e-06]","(6383, 8, 7429)",4.635970981325954e-05
0.008574213876272552,1,"[2, 1]",1.5,"[([(5849, 2, 68), (25165, 8, 7410), (25165, 2, 68)], 0.3477, 'xrule'), ([(5849, 2, 31), (9990, 8, 7410), (9990, 2, 31)], 0.2855, 'xrule'), ([(5849, 3, 7), (23950, 8, 7410), (23950, 3, 7)], 0.2733, 'xrule'), ([(5849, 2, 68)], 0.0015093368197207887, 'kelpie'), ([(5849, 3, 220)], 0.0006437071469048394, 'kelpie'), ([(5849, 3, 1196)], -0.0023941644730752576, 'kelpie')]",6,"[0.016821585595607758, 0.00032684215693734586]","(5849, 8, 7410)",0.013211838901042938
0.014849253723696165,1,"[3, 2]",2.5,"[([(5781, 3, 5790)], 0.07627488208329038, 'kelpie'), ([(5781, 1, 65)], 0.07605574562523049, 'kelpie'), ([(5781, 4, 66)], 0.0753124235011845, 'kelpie'), ([(15535, 8, 7410), (15535, 3, 41), (5781, 3, 41)], -0.0005000001, 'xrule'), ([(21069, 3, 434), (21069, 8, 7410), (5781, 3, 434)], -0.0015000002, 'xrule'), ([(24915, 2, 31), (24915, 8, 7410), (5781, 2, 31)], -0.0022999998, 'xrule')]",6,"[0.029679885134100914, 1.8622313291416503e-05]","(5781, 8, 7410)",0.026959797367453575
0.9768056273460388,1,"[1, 1]",1.0,"[([(6004, 1, 2548)], 0.0010426309202706324, 'kelpie'), ([(6004, 4, 66)], 0.001029336636196649, 'kelpie'), ([(6004, 3, 39)], 0.0010100533062382551, 'kelpie'), ([(6004, 2, 31), (15042, 2, 31), (15042, 10, 7830)], 0.0, 'xrule'), ([(6004, 2, 31), (17444, 2, 31), (17444, 10, 7830)], 0.0, 'xrule'), ([(6004, 2, 31), (17533, 10, 7830), (17533, 2, 31)], 0.0, 'xrule')]",6,"[0.999964714050293, 0.9536465406417847]","(6004, 10, 7830)",3.285558847210268e-08
3.883649787894683e-05,1,"[2, 4]",3.0,"[([(5575, 1, 2467)], 0.4910571999763654, 'kelpie'), ([(5575, 3, 2563)], 0.4321628036034001, 'kelpie'), ([(5575, 4, 66)], 0.30124322689598365, 'kelpie'), ([(11340, 11, 8038), (5575, 4, 66), (11340, 4, 66)], 0.0, 'xrule'), ([(24014, 11, 8038), (24014, 4, 66), (5575, 4, 66)], 0.0, 'xrule'), ([(9725, 11, 8038), (5575, 2, 30), (9725, 2, 30)], 0.0, 'xrule')]",6,"[5.070816769148223e-05, 2.6964828066411428e-05]","(5575, 11, 8038)",0.00015194447769317776
0.000644504303636495,1,"[4, 1]",2.5,"[([(21519, 8, 7410), (21519, 3, 279), (4882, 3, 279)], 0.0055000004, 'xrule'), ([(4882, 2, 31), (8704, 8, 7410), (8704, 2, 31)], 0.0052000005, 'xrule'), ([(4882, 1, 65), (21519, 8, 7410), (21519, 1, 65)], 0.0051, 'xrule'), ([(4882, 3, 1)], 0.002783379230305328, 'kelpie'), ([(4882, 3, 756)], 0.0022397944285371444, 'kelpie'), ([(4882, 1, 65)], 0.002073409906358109, 'kelpie')]",6,"[0.001225803280249238, 6.320532702375203e-05]","(4882, 8, 7410)",0.0005842457758262753
0.0008256858109234599,1,"[5, 3]",4.0,"[([(6323, 2, 31)], 0.007474979801724659, 'kelpie'), ([(6323, 3, 1878)], 0.007251379957666228, 'kelpie'), ([(6323, 3, 78)], 0.006255963277081024, 'kelpie')]",3,"[0.0016171541064977646, 3.421751534915529e-05]","(6323, 8, 7427)",0.0006460305885411799
0.9643622934818268,1,"[1, 1]",1.0,"[([(6373, 1, 65)], 0.010888885680056394, 'kelpie'), ([(6373, 3, 731)], 0.01035161870677007, 'kelpie'), ([(6373, 3, 165)], 0.010121873511241782, 'kelpie'), ([(7833, 10, 7830), (6373, 2, 31), (7833, 2, 31)], 0.0, 'xrule'), ([(14256, 2, 31), (6373, 2, 31), (14256, 10, 7830)], 0.0, 'xrule'), ([(6373, 2, 31), (16033, 10, 7830), (16033, 2, 31)], 0.0, 'xrule')]",6,"[0.9999545812606812, 0.9287700057029724]","(6373, 10, 7830)",6.148118458781937e-09
0.017183720192406327,1,"[3, 1]",2.0,"[([(21902, 2, 31), (21902, 8, 7410), (4912, 2, 31)], 0.0808, 'xrule'), ([(10213, 8, 7410), (10213, 2, 31), (4912, 2, 31)], 0.07639998, 'xrule'), ([(4912, 3, 75), (10213, 8, 7410), (10213, 3, 75)], 0.064799964, 'xrule'), ([(4912, 3, 220)], 0.010121667683681177, 'kelpie'), ([(4912, 3, 2044)], 0.009949088043137405, 'kelpie'), ([(4912, 3, 4915)], 0.009752015522029187, 'kelpie')]",6,"[0.03285260125994682, 0.00151483912486583]","(4912, 8, 7410)",0.0015577415470033884
0.9735468626022339,1,"[1, 1]",1.0,"[([(5133, 1, 65)], 0.0008087657014918936, 'kelpie'), ([(5133, 3, 78)], 0.0007962479091664079, 'kelpie'), ([(5133, 3, 5146)], 0.0007775109766331561, 'kelpie'), ([(5133, 3, 1019), (22027, 3, 1019), (22027, 10, 7830)], 0.0, 'xrule'), ([(8355, 1, 65), (5133, 1, 65), (8355, 10, 7830)], 0.0, 'xrule'), ([(25478, 10, 7830), (5133, 1, 65), (25478, 1, 65)], 0.0, 'xrule')]",6,"[0.9999587535858154, 0.9471349716186523]","(5133, 10, 7830)",1.0917164061652329e-08
0.00038337406294886023,1,"[3, 3]",3.0,"[([(7628, 2, 31), (4492, 2, 31)], 0.47580004, 'xrule'), ([(7628, 3, 6), (23140, 12, 4492), (23140, 3, 6)], 0.29440004, 'xrule'), ([(7628, 2, 31), (23140, 12, 4492), (23140, 2, 31)], 0.28470004, 'xrule'), ([(7628, 3, 149)], 0.2578318227604334, 'kelpie'), ([(7628, 3, 40)], 0.25614796173601506, 'kelpie'), ([(7628, 8, 7408)], 0.25543100724909445, 'kelpie')]",6,"[9.108302765525877e-05, 0.0006756650982424617]","(7628, 12, 4492)",0.022079473361372948
0.9723886847496033,1,"[1, 1]",1.0,"[([(7201, 2, 31)], 9.807893052482419e-05, 'kelpie'), ([(7201, 3, 7203)], 7.961237544028346e-05, 'kelpie'), ([(7201, 3, 717)], 6.0178991121018284e-05, 'kelpie'), ([(10701, 10, 7830), (7201, 3, 6), (10701, 3, 6)], 0.0, 'xrule'), ([(7201, 3, 6), (16033, 10, 7830), (16033, 3, 6)], 0.0, 'xrule'), ([(17035, 3, 6), (7201, 3, 6), (17035, 10, 7830)], 0.0, 'xrule')]",6,"[0.9997507929801941, 0.9450265765190125]","(7201, 10, 7830)",5.487277832116888e-08
5.743882411479717e-06,1,"[9, 1]",5.0,"[([(5110, 2, 2028), (22400, 2, 2028), (22400, 8, 7567)], 0.21310002, 'xrule'), ([(12131, 3, 277), (5110, 3, 277), (12131, 8, 7567)], 0.15169996, 'xrule'), ([(5110, 3, 276), (21063, 8, 7567), (21063, 3, 276)], 0.06909996, 'xrule'), ([(5110, 3, 2040)], 0.03645751156403528, 'kelpie'), ([(5110, 4, 1893)], 0.03467425606877286, 'kelpie'), ([(5110, 3, 50)], 0.03463711495082469, 'kelpie')]",6,"[5.19245531904744e-06, 6.295309503911994e-06]","(5110, 8, 7567)",0.0004571357276290655
0.0001562932629894931,1,"[2, 5]",3.5,"[([(6213, 2, 729)], 0.0179218230204201, 'kelpie'), ([(6213, 3, 1321)], 0.01583282924384756, 'kelpie'), ([(6213, 3, 1744)], 0.01128261998432177, 'kelpie'), ([(23552, 3, 40), (6213, 3, 40), (23552, 11, 8038)], 0.0, 'xrule'), ([(18327, 3, 40), (6213, 3, 40), (18327, 11, 8038)], 0.0, 'xrule'), ([(20684, 3, 40), (6213, 3, 40), (20684, 11, 8038)], 0.0, 'xrule')]",6,"[0.00029056696803309023, 2.201955794589594e-05]","(6213, 11, 8038)",0.00026256981072947383
0.8247914612293243,1,"[1, 1]",1.0,"[([(5593, 1, 65)], 2.9865372623931002e-05, 'kelpie'), ([(5593, 3, 46)], 7.810780939836093e-06, 'kelpie'), ([(9644, 2, 31), (9644, 10, 7830), (5593, 2, 31)], 0.0, 'xrule'), ([(14094, 10, 7830), (14094, 2, 31), (5593, 2, 31)], 0.0, 'xrule'), ([(16885, 2, 31), (5593, 2, 31), (16885, 10, 7830)], 0.0, 'xrule'), ([(5593, 2, 31)], -1.1849802237386293e-06, 'kelpie')]",6,"[0.9998757839202881, 0.6497071385383606]","(5593, 10, 7830)",4.969827660517012e-09
0.010029597282482428,1,"[2, 2]",2.0,"[([(5558, 1, 65), (25753, 1, 65), (25753, 8, 7393)], 0.19370002, 'xrule'), ([(19798, 3, 149), (5558, 3, 149), (19798, 8, 7393)], 0.1724, 'xrule'), ([(23089, 3, 149), (5558, 3, 149), (23089, 8, 7393)], 0.11620003, 'xrule'), ([(5558, 3, 149)], 0.004642454874712858, 'kelpie'), ([(5558, 1, 65)], 0.0042626601109277, 'kelpie'), ([(5558, 3, 629)], 0.004033583166766512, 'kelpie')]",6,"[0.02002832293510437, 3.087162986048497e-05]","(5558, 8, 7393)",0.0007456682506017387
0.0016893908687052317,1,"[4, 1]",2.5,"[([(20885, 3, 40), (4870, 3, 40), (20885, 8, 7593)], 0.004700005, 'xrule'), ([(16612, 8, 7593), (16612, 3, 40), (4870, 3, 40)], 0.003000021, 'xrule'), ([(20946, 2, 172), (20946, 8, 7593), (4870, 2, 172)], 0.0024000406, 'xrule'), ([(4870, 2, 1100)], 0.0002949236212005735, 'kelpie'), ([(4870, 2, 888)], 8.407765973946106e-05, 'kelpie'), ([(4870, 3, 40)], -0.000984896973997465, 'kelpie')]",6,"[0.003370002843439579, 8.778893970884383e-06]","(4870, 8, 7593)",0.00022191622701939195
0.9935930371284485,1,"[1, 1]",1.0,"[([(6320, 2, 31)], 0.0033245479455711172, 'kelpie'), ([(6320, 4, 66)], 0.003311060320305307, 'kelpie'), ([(6320, 5, 6321)], 0.0031269508744165486, 'kelpie'), ([(24659, 10, 7830), (6320, 3, 38), (24659, 3, 38)], 0.0, 'xrule'), ([(25135, 3, 38), (25135, 10, 7830), (6320, 3, 38)], 0.0, 'xrule'), ([(19773, 10, 7830), (19773, 3, 39), (6320, 3, 39)], 0.0, 'xrule')]",6,"[0.9998331069946289, 0.9873529672622681]","(6320, 10, 7830)",3.580371910061331e-08
0.9804155826568604,1,"[1, 1]",1.0,"[([(4882, 1, 65)], 0.0010064664328459196, 'kelpie'), ([(4882, 3, 1823)], 0.0005028578090024552, 'kelpie'), ([(4882, 3, 40)], 0.000315342636293822, 'kelpie'), ([(4882, 3, 6), (10456, 3, 6), (10456, 10, 7830)], 0.0, 'xrule'), ([(11388, 10, 7830), (4882, 3, 6), (11388, 3, 6)], 0.0, 'xrule'), ([(11521, 10, 7830), (4882, 3, 6), (11521, 3, 6)], 0.0, 'xrule')]",6,"[0.9997573494911194, 0.9610738158226013]","(4882, 10, 7830)",2.7909027977557344e-08
0.9946584403514862,1,"[1, 1]",1.0,"[([(7125, 4, 66)], 0.0016910059562327525, 'kelpie'), ([(7125, 3, 2585)], 0.0005901762918257613, 'kelpie'), ([(7125, 3, 479)], 0.0004846946893837403, 'kelpie'), ([(11096, 3, 39), (7125, 3, 39), (11096, 10, 7830)], 0.0, 'xrule'), ([(12065, 10, 7830), (7125, 3, 39), (12065, 3, 39)], 0.0, 'xrule'), ([(15463, 3, 39), (7125, 3, 39), (15463, 10, 7830)], 0.0, 'xrule')]",6,"[0.9999434947967529, 0.9893733859062195]","(7125, 10, 7830)",9.861518712739326e-09
0.9833959341049194,1,"[1, 1]",1.0,"[([(5269, 4, 66)], 0.01239970789693467, 'kelpie'), ([(5269, 3, 1966)], 0.011168164168483354, 'kelpie'), ([(5269, 3, 55)], 0.010415440354183519, 'kelpie'), ([(5269, 3, 733), (9015, 3, 733), (9015, 10, 7830)], 0.0, 'xrule'), ([(8301, 2, 30), (8301, 10, 7830), (5269, 2, 30)], 0.0, 'xrule'), ([(9798, 2, 30), (9798, 10, 7830), (5269, 2, 30)], 0.0, 'xrule')]",6,"[0.9994542002677917, 0.9673376679420471]","(5269, 10, 7830)",8.774312831860698e-09
0.9825376272201538,1,"[1, 1]",1.0,"[([(6383, 3, 6389)], 7.998866333901105e-08, 'kelpie'), ([(6383, 3, 7)], 5.571606864545446e-08, 'kelpie'), ([(6383, 3, 3058)], 2.5739123386397484e-08, 'kelpie'), ([(6383, 3, 10), (16979, 10, 7830), (16979, 3, 10)], 0.0, 'xrule'), ([(6383, 3, 10), (21843, 10, 7830), (21843, 3, 10)], 0.0, 'xrule')]",5,"[0.9999899864196777, 0.9650852680206299]","(6383, 10, 7830)",3.598073616828401e-09
0.9903562963008881,1,"[1, 1]",1.0,"[([(5380, 4, 66)], 0.0014744607489546634, 'kelpie'), ([(5380, 3, 732)], 0.0012525319475680165, 'kelpie'), ([(5380, 2, 728)], 0.0007858959078841527, 'kelpie'), ([(9644, 2, 31), (5380, 2, 31), (9644, 10, 7830)], 0.0, 'xrule'), ([(5380, 2, 31), (10373, 10, 7830), (10373, 2, 31)], 0.0, 'xrule'), ([(5380, 2, 31), (10561, 2, 31), (10561, 10, 7830)], 0.0, 'xrule')]",6,"[0.9998419284820557, 0.9808706641197205]","(5380, 10, 7830)",9.406750933749208e-09
0.9864761829376221,1,"[1, 1]",1.0,"[([(7097, 3, 1348)], 0.021132263311533943, 'kelpie'), ([(7097, 3, 9)], 0.020632716807045075, 'kelpie'), ([(7097, 2, 68)], 0.020504805215429776, 'kelpie'), ([(17113, 10, 7830), (7097, 3, 39), (17113, 3, 39)], 0.0, 'xrule'), ([(18970, 10, 7830), (18970, 3, 39), (7097, 3, 39)], 0.0, 'xrule'), ([(20890, 3, 39), (7097, 3, 39), (20890, 10, 7830)], 0.0, 'xrule')]",6,"[0.9999395608901978, 0.9730128049850464]","(7097, 10, 7830)",3.679509363863076e-09
0.9784111976623535,1,"[1, 1]",1.0,"[([(5665, 3, 476)], 5.990702025146489e-08, 'kelpie'), ([(5665, 3, 37)], 5.798616732809273e-08, 'kelpie'), ([(5665, 3, 111)], 5.618172995881544e-08, 'kelpie'), ([(12570, 10, 7830), (5665, 3, 6), (12570, 3, 6)], 0.0, 'xrule'), ([(15839, 10, 7830), (5665, 3, 6), (15839, 3, 6)], 0.0, 'xrule'), ([(18260, 3, 6), (5665, 3, 6), (18260, 10, 7830)], 0.0, 'xrule')]",6,"[0.9999316930770874, 0.9568907022476196]","(5665, 10, 7830)",1.1674138988837512e-07
0.03421612363308668,1,"[1, 2]",1.5,"[([(6976, 3, 6978)], 0.10386262376899283, 'kelpie'), ([(6976, 2, 69)], 0.06686792799877732, 'kelpie'), ([(6976, 3, 220)], 0.06026313730755077, 'kelpie'), ([(6976, 3, 6), (15619, 11, 7956), (15619, 3, 6)], 0.0, 'xrule'), ([(18454, 11, 7956), (6976, 3, 6), (18454, 3, 6)], 0.0, 'xrule'), ([(20818, 3, 6), (6976, 3, 6), (20818, 11, 7956)], 0.0, 'xrule')]",6,"[0.057841721922159195, 0.010590525344014168]","(6976, 11, 7956)",1.3795589438814204e-05
0.9878492951393127,1,"[1, 1]",1.0,"[([(5627, 3, 6)], 0.00020590571263275748, 'kelpie'), ([(5627, 3, 58)], 0.00017709687833698234, 'kelpie'), ([(5627, 3, 7)], 0.00017276750890041936, 'kelpie'), ([(5627, 3, 36), (22652, 3, 36), (22652, 10, 7830)], 0.0, 'xrule'), ([(11145, 3, 6), (11145, 10, 7830), (5627, 3, 6)], 0.0, 'xrule'), ([(19242, 10, 7830), (19242, 3, 6), (5627, 3, 6)], 0.0, 'xrule')]",6,"[0.9999688863754272, 0.9757297039031982]","(5627, 10, 7830)",2.871291258088604e-07
0.9946995079517365,1,"[1, 1]",1.0,"[([(5586, 1, 65)], 0.00764607307225617, 'kelpie'), ([(5586, 3, 10)], 0.007634561000533044, 'kelpie'), ([(5586, 2, 68)], 0.007520351506607588, 'kelpie'), ([(5586, 1, 65), (16412, 10, 7830), (16412, 1, 65)], 0.0, 'xrule'), ([(9516, 3, 9), (9516, 10, 7830), (5586, 3, 9)], 0.0, 'xrule'), ([(12545, 3, 9), (12545, 10, 7830), (5586, 3, 9)], 0.0, 'xrule')]",6,"[0.9999312162399292, 0.9894677996635437]","(5586, 10, 7830)",9.579575355189718e-09
