original_score,new_rank,original_rank,facts,prediction,new_ranks,new_scores,new_score,#facts
0.9964919686317444,1.0,1,"[([(7614, 31, 2370)], 0.11833689652080419, 'kelpie'), ([(7614, 31, 3248)], 0.07635466288133355, 'kelpie'), ([(7614, 31, 1313)], 0.07626960709131375, 'kelpie'), ([(4, 2, 7614), (7773, 31, 4), (7773, 26, 494)], 0.015700005, 'xrule'), ([(4491, 103, 7614), (4491, 27, 1230), (1230, 110, 494)], -0.0075000003, 'xrule'), ([(1395, 110, 494), (4491, 103, 7614), (4491, 27, 1395)], -0.0189, 'xrule')]","(7614, 91, 494)","[1, 1]","[0.9778072237968445, 0.9868502616882324]",0.9823287427425385,6
0.9722623825073242,1.0,1,"[([(13452, 82, 1771)], 0.3047327212730428, 'kelpie'), ([(13452, 48, 8725)], 0.3041917494739478, 'kelpie'), ([(13452, 85, 434)], 0.28630207088831766, 'kelpie')]","(13452, 212, 4563)","[1, 1]","[0.9675047993659973, 0.9581113457679749]",0.9628080725669861,3
0.9863195419311523,1.0,1,"[([(552, 34, 90), (552, 28, 32), (32, 15, 7417), (7417, 133, 32), (32, 87, 7417)], 0.0941, 'xrule'), ([(32, 87, 7417)], 0.04177520700556695, 'kelpie'), ([(3443, 60, 90), (32, 15, 7417), (7417, 133, 32), (32, 87, 7417), (3443, 48, 32)], 0.026600003, 'xrule'), ([(32, 15, 7417), (32, 87, 7417), (11275, 129, 90), (7417, 133, 32), (11275, 150, 32)], 0.022599995, 'xrule'), ([(7417, 194, 961)], 0.0031668944090041287, 'kelpie'), ([(32, 15, 7417)], -0.0011642175414810574, 'kelpie')]","(7417, 33, 90)","[1, 1]","[0.9925808906555176, 0.9894474744796753]",0.9910141825675964,6
0.902134120464325,1.0,1,"[([(5912, 17, 818)], 0.08649513409499858, 'kelpie'), ([(4418, 47, 5912)], 0.08199715153272784, 'kelpie'), ([(5912, 17, 862)], 0.06108172890240645, 'kelpie'), ([(11921, 100, 1672), (5912, 48, 1928), (11921, 48, 1928)], 0.0063999966, 'xrule'), ([(12631, 17, 862), (5912, 17, 862), (12631, 100, 1672)], 0.0031999946, 'xrule'), ([(5912, 43, 141), (11921, 43, 141), (11921, 100, 1672)], -0.010000005, 'xrule')]","(5912, 100, 1672)","[1, 1]","[0.6170495748519897, 0.6443374752998352]",0.6306935250759125,6
0.9950908422470093,1.0,1,"[([(4472, 164, 4550)], 0.014731506763901657, 'kelpie'), ([(4550, 192, 3289)], 0.013825873775617725, 'kelpie'), ([(8328, 8, 4550)], 0.00965676732728933, 'kelpie'), ([(4550, 48, 32), (1357, 60, 90), (1357, 48, 32)], 0.0029999912, 'xrule'), ([(4616, 28, 32), (4550, 48, 32), (4616, 34, 90)], -0.017400011, 'xrule'), ([(4550, 48, 32), (3098, 33, 90), (32, 87, 3098)], -0.022, 'xrule')]","(4550, 60, 90)","[1, 1]","[0.9956810474395752, 0.9938765168190002]",0.9947787821292877,6
0.5538073182106018,1.0,1,"[([(1504, 13, 1164)], 0.18627449432187684, 'kelpie'), ([(1504, 13, 637)], 0.17309869387802418, 'kelpie'), ([(4346, 230, 1504)], 0.17280052159567605, 'kelpie')]","(1504, 14, 5334)","[1, 1]","[0.6088022589683533, 0.3836936950683594]",0.4962479770183563,3
0.8372358083724976,1.0,1,"[([(403, 30, 7494)], 0.15006954520108276, 'kelpie'), ([(1670, 19, 7494)], 0.07531973257340162, 'kelpie'), ([(2053, 19, 7494)], 0.05555969011323754, 'kelpie'), ([(7494, 67, 6480), (3169, 101, 259), (3169, 101, 6480)], 0.035600007, 'xrule'), ([(2053, 19, 7494), (2053, 19, 2996), (2996, 67, 259)], 0.019300044, 'xrule'), ([(7494, 67, 6480), (3565, 67, 6480), (3565, 67, 259)], -0.054399967, 'xrule')]","(7494, 67, 259)","[1, 1]","[0.8992909789085388, 0.8129024505615234]",0.8560967147350311,6
0.9535616040229797,1.0,1,"[([(559, 7, 805)], 0.26544709104112135, 'kelpie'), ([(805, 13, 419)], 0.22655687808009403, 'kelpie'), ([(805, 74, 1769)], 0.20139365956359662, 'kelpie')]","(805, 115, 747)","[1, 1]","[0.8041765689849854, 0.9235015511512756]",0.8638390600681305,3
0.9564436674118042,2.0,1,"[([(6481, 13, 2600)], 0.4556977573885014, 'kelpie'), ([(8089, 13, 2600)], 0.3522090728331976, 'kelpie'), ([(2769, 29, 2600)], 0.29103593145283513, 'kelpie'), ([(1303, 13, 1934), (1934, 23, 57), (1303, 13, 2600)], 0.017299995, 'xrule'), ([(2600, 23, 209), (8168, 23, 57), (8168, 23, 209)], 0.0159, 'xrule'), ([(3782, 13, 235), (235, 23, 57), (3782, 13, 2600)], -0.0047999993, 'xrule')]","(2600, 23, 57)","[2, 2]","[0.9175471663475037, 0.9159919023513794]",0.9167695343494415,6
0.5090774893760681,1.0,1,"[([(1271, 9, 3702), (3702, 92, 5562), (1454, 9, 1271), (1271, 9, 1454)], 0.051799998, 'xrule'), ([(1454, 75, 2556)], 0.04140731226410691, 'kelpie'), ([(1546, 9, 1454)], 0.04119444172057138, 'kelpie'), ([(1454, 75, 138)], 0.039306587525988215, 'kelpie'), ([(3702, 75, 3726), (1454, 75, 3726), (3726, 75, 3702), (3702, 92, 5562)], 0.035099998, 'xrule'), ([(212, 9, 1300), (212, 92, 5562), (212, 75, 1300), (1300, 75, 212), (1454, 9, 1300), (1300, 9, 1454)], 0.034999996, 'xrule')]","(1454, 92, 5562)","[1, 1]","[0.6008504033088684, 0.5422744750976562]",0.5715624392032623,6
0.9161665439605713,1.0,1,"[([(5400, 31, 3352)], 0.1115782140385878, 'kelpie'), ([(694, 38, 5400)], 0.07833797764391277, 'kelpie'), ([(5010, 38, 5400)], 0.030911515434048978, 'kelpie'), ([(5400, 28, 32), (5400, 13, 32), (9364, 28, 32), (9364, 31, 4)], -0.007399991, 'xrule'), ([(5400, 28, 32), (3583, 185, 32), (5400, 13, 32), (3583, 107, 4)], -0.0167, 'xrule'), ([(5400, 28, 32), (5400, 13, 32), (1295, 13, 32), (4, 2, 1295)], -0.023599997, 'xrule')]","(5400, 31, 4)","[1, 1]","[0.9379675984382629, 0.9429088234901428]",0.9404382109642029,6
0.9932956099510193,1.0,1,"[([(3494, 24, 1429)], 0.004373333355456846, 'kelpie'), ([(1429, 25, 62)], 0.002108885884654475, 'kelpie'), ([(95, 15, 1429), (95, 15, 11312), (11312, 120, 791)], 0.0015000105, 'xrule'), ([(1429, 194, 5775)], -0.006135034397821282, 'kelpie'), ([(10243, 120, 791), (10243, 25, 62), (1429, 25, 62)], -0.033199996, 'xrule'), ([(13398, 25, 62), (1429, 25, 62), (13398, 120, 791)], -0.058799997, 'xrule')]","(1429, 120, 791)","[1, 1]","[0.990964412689209, 0.985651969909668]",0.9883081912994385,6
0.9276204109191895,1.0,1,"[([(1617, 28, 32), (1617, 11, 23), (6848, 11, 23), (1617, 13, 32)], 0.09289999, 'xrule'), ([(7785, 6, 6848), (1657, 8, 7785), (7785, 8, 1657), (1657, 48, 32)], 0.0846, 'xrule'), ([(10739, 31, 4), (10739, 13, 32), (6848, 31, 4), (4, 2, 10739), (4, 2, 6848)], 0.0803, 'xrule'), ([(7785, 6, 6848)], 0.029135982466751677, 'kelpie'), ([(6848, 84, 8210)], -0.0281759696219, 'kelpie'), ([(1702, 32, 6848)], -0.04919995838147751, 'kelpie')]","(6848, 28, 32)","[1, 1]","[0.7988243699073792, 0.669428288936615]",0.7341263294219971,6
0.7165725827217102,2.5,1,"[([(4350, 46, 152), (4350, 150, 32), (11021, 16, 32)], 0.047499992, 'xrule'), ([(11020, 46, 152), (11020, 83, 1457), (11021, 83, 1457)], 0.004099995, 'xrule'), ([(11021, 83, 6319)], 0.003395531748127325, 'kelpie'), ([(11021, 46, 9740)], 0.0031298584706086216, 'kelpie'), ([(4413, 63, 11021)], 0.0006515183247800054, 'kelpie'), ([(4350, 25, 62), (11021, 25, 62), (4350, 46, 152)], -0.016600013, 'xrule')]","(11021, 46, 152)","[3, 2]","[0.499920129776001, 0.3469982445240021]",0.4234591871500015,6
0.9416294097900391,1.0,1,"[([(5, 13, 32)], 0.09070678340136502, 'kelpie'), ([(5, 86, 2317)], 0.03251324123387908, 'kelpie'), ([(475, 32, 5)], 0.02781253584527238, 'kelpie'), ([(5, 31, 136), (4726, 90, 1885), (4726, 31, 136)], 0.0012999999, 'xrule'), ([(5, 31, 136), (40, 90, 1885), (40, 31, 136)], 0.0011999998, 'xrule'), ([(5, 31, 136), (746, 90, 1885), (746, 31, 136)], 0.0011, 'xrule')]","(5, 90, 1885)","[1, 1]","[0.9402794241905212, 0.912222683429718]",0.9262510538101196,6
0.9909408688545227,1.0,1,"[([(5665, 22, 1569)], 0.37866063092019114, 'kelpie'), ([(1132, 109, 1569)], 0.05161670871017171, 'kelpie'), ([(1569, 17, 393)], 0.044105629430503265, 'kelpie'), ([(3563, 17, 393), (3563, 85, 434), (1569, 17, 393)], 0.042000003, 'xrule'), ([(620, 17, 862), (620, 85, 434), (1569, 17, 862)], 0.031200007, 'xrule'), ([(1569, 43, 384), (5077, 43, 384), (5077, 85, 434)], 0.027100004, 'xrule')]","(1569, 85, 434)","[1, 1]","[0.9921796321868896, 0.9780067205429077]",0.9850931763648987,6
0.3568492531776428,6.0,1,"[([(7246, 46, 3115), (7889, 46, 259), (7246, 46, 259)], 0.0143, 'xrule'), ([(5392, 46, 3115), (5392, 46, 8400), (7889, 46, 8400)], 0.0092, 'xrule'), ([(3622, 46, 8400), (3622, 46, 3115), (7889, 46, 8400)], 0.008300001, 'xrule'), ([(7889, 76, 12542)], 0.005433070403263658, 'kelpie'), ([(7889, 46, 259)], -0.0009877226073762633, 'kelpie'), ([(7889, 8, 928)], -0.009253907036056186, 'kelpie')]","(7889, 46, 3115)","[6, 6]","[0.058801013976335526, 0.0966673195362091]",0.07773416675627232,6
0.7856136560440063,1.0,1,"[([(7551, 6, 6149)], 0.3858864126221338, 'kelpie'), ([(6149, 30, 8849)], 0.2922718635702197, 'kelpie'), ([(483, 7, 6149)], -0.002342422562995944, 'kelpie')]","(6149, 26, 64)","[1, 1]","[0.9493668079376221, 0.9068744778633118]",0.9281206429004669,3
0.9920915365219116,1.0,1,"[([(226, 15, 592), (592, 127, 226), (592, 62, 226), (226, 118, 774), (7278, 66, 592)], 0.014400002, 'xrule'), ([(7278, 82, 1424), (773, 18, 1424), (773, 118, 774)], 0.013700001, 'xrule'), ([(1088, 18, 1424), (7278, 82, 1424), (1088, 118, 774)], 0.012200002, 'xrule'), ([(7278, 17, 9732)], 0.011099914967923846, 'kelpie'), ([(7278, 17, 8009)], 0.004400531714369782, 'kelpie'), ([(6847, 22, 7278)], 0.0023487610012081447, 'kelpie')]","(7278, 118, 774)","[1, 1]","[0.9962385892868042, 0.9956347346305847]",0.9959366619586945,6
0.664778470993042,7.0,1,"[([(1912, 8, 3691), (1912, 3, 3691), (3691, 8, 1912), (6260, 8, 8095), (3691, 3, 1912), (8095, 8, 1912)], 0.09290001, 'xrule'), ([(6260, 8, 8095), (3691, 232, 160), (8095, 100, 160)], 0.06290001, 'xrule'), ([(6260, 8, 6571), (1912, 8, 6571), (1912, 8, 3691), (1912, 3, 3691), (6571, 45, 1912), (3691, 8, 1912), (6571, 8, 1912), (6571, 8, 6260), (3691, 3, 1912), (6571, 3, 1912), (1912, 45, 6571)], 0.0519, 'xrule'), ([(6260, 8, 4704)], 0.006698829096055726, 'kelpie'), ([(2346, 8, 6260)], 0.004723229855769996, 'kelpie'), ([(6571, 8, 6260)], 0.003906877220671612, 'kelpie')]","(6260, 8, 3691)","[8, 6]","[0.5142555236816406, 0.6111811399459839]",0.5627183318138123,6
0.9898172616958618,1.0,1,"[([(467, 10, 6045)], 0.5129424760262143, 'kelpie'), ([(2820, 10, 6045)], 0.4743941253151813, 'kelpie'), ([(6045, 27, 4593)], 0.44777194891643185, 'kelpie'), ([(1990, 10, 6946), (6946, 210, 3202), (1990, 10, 6045)], 0.051100016, 'xrule'), ([(7734, 210, 3202), (6045, 27, 2197), (7734, 27, 2197)], -0.0069999695, 'xrule'), ([(6045, 27, 1949), (457, 182, 3202), (1949, 19, 457)], -0.009599984, 'xrule')]","(6045, 210, 3202)","[1, 1]","[0.8638360500335693, 0.7694565653800964]",0.8166463077068329,6
0.9913109540939331,1.0,1,"[([(236, 63, 5048), (236, 44, 8790), (236, 63, 8790), (5048, 25, 62)], 0.036000013, 'xrule'), ([(8790, 101, 1467)], 0.00683412975417696, 'kelpie'), ([(3139, 129, 90), (8790, 129, 90), (3139, 25, 62), (8790, 166, 90), (8790, 128, 90), (3139, 128, 90), (3139, 208, 90), (8790, 213, 90), (3139, 108, 90), (3139, 166, 90)], 0.004999995, 'xrule'), ([(8790, 101, 5624)], 0.004975239717508278, 'kelpie'), ([(8790, 61, 3111)], 0.004944304891248878, 'kelpie'), ([(236, 44, 8790), (236, 63, 8790), (236, 63, 9105), (9105, 25, 62)], -0.028400004, 'xrule')]","(8790, 25, 62)","[1, 1]","[0.9939908385276794, 0.99062180519104]",0.9923063218593597,6
0.990455687046051,1.0,1,"[([(7538, 25, 62), (6791, 61, 3111), (7538, 61, 3111)], 0.0959, 'xrule'), ([(484, 89, 10578), (10578, 25, 62), (484, 89, 6791)], 0.0909, 'xrule'), ([(32, 15, 6791), (987, 25, 62), (987, 16, 32)], 0.0894, 'xrule'), ([(6791, 146, 6791)], 0.004504780230946399, 'kelpie'), ([(6791, 61, 3111)], 0.0023628277168920254, 'kelpie'), ([(5108, 15, 6791)], 0.0014487905164969994, 'kelpie')]","(6791, 25, 62)","[1, 1]","[0.9935441017150879, 0.9792184233665466]",0.9863812625408173,6
0.4746376872062683,2.0,1,"[([(119, 15, 8194), (3028, 154, 2620), (119, 58, 3028), (3028, 58, 119)], 0.029299999, 'xrule'), ([(119, 15, 8194), (119, 15, 13101), (13101, 154, 2620)], 0.010699999, 'xrule'), ([(8319, 159, 8194), (8319, 66, 8675), (8675, 154, 2620)], 0.008099999, 'xrule'), ([(119, 15, 8194)], 0.004850633884060162, 'kelpie'), ([(8319, 159, 8194)], 0.0025293603167988623, 'kelpie'), ([(8194, 83, 8675)], 0.0016049113539628524, 'kelpie')]","(8194, 154, 2620)","[2, 2]","[0.5148193836212158, 0.27850502729415894]",0.3966622054576874,6
0.6236992478370667,2.5,1,"[([(612, 103, 2154)], 0.057718950306038845, 'kelpie'), ([(2154, 30, 3201)], 0.025006524225124827, 'kelpie'), ([(3138, 26, 64), (2154, 26, 64), (3138, 26, 1960)], 0.013300002, 'xrule'), ([(2154, 30, 69)], 0.00461424414794066, 'kelpie'), ([(3138, 26, 1960), (3138, 26, 990), (2154, 26, 990)], -0.0014000013, 'xrule'), ([(738, 14, 160), (738, 26, 1960), (2154, 14, 160)], -0.0053000003, 'xrule')]","(2154, 26, 1960)","[3, 2]","[0.6464477181434631, 0.854049563407898]",0.7502486407756805,6
0.9680300951004028,1.0,1,"[([(5263, 45, 66)], 0.06947026683042776, 'kelpie'), ([(5263, 45, 10487)], 0.06727133223669081, 'kelpie'), ([(5263, 8, 6294)], 0.05008904169193583, 'kelpie')]","(5263, 48, 32)","[1, 1]","[0.9774348735809326, 0.9597101807594299]",0.9685725271701813,3
