01706129;_derivationally_related_form;09809925;09809925;_derivationally_related_form;01706129;;;;;;;;;;10.44846;1.3937769;1;178.66666666666666
09373716;_instance_hypernym;09411430;09159003;_has_part;09373716;;;;;;;;;;7.7001705;5.874067;1;1.0
00661091;_derivationally_related_form;10707233;10707233;_derivationally_related_form;00661091;;;;;;;;;;9.64728;7.10713;1;1.3333333333333333
06877742;_derivationally_related_form;00034758;06877742;_hypernym;06877578;;;;;;;;;;9.984545;10.173222;1;1.0
00607405;_derivationally_related_form;05996646;05996646;_derivationally_related_form;00607405;;;;;;;;;;9.006329;4.5885925;1;6.0
05015463;_derivationally_related_form;00369864;00370412;_derivationally_related_form;05015463;;;;;;;;;;6.798723;6.2270303;1;1.0
02686625;_verb_group;01212230;01212230;_verb_group;02686625;;;;;;;;;;9.567928;-0.44392344;1;12298.333333333334
00966869;_derivationally_related_form;02344568;02344568;_derivationally_related_form;00966869;;;;;;;;;;9.348708;6.757604;1;1.0
01941987;_synset_domain_topic_of;00300441;01941987;_hypernym;01941093;;;;;;;;;;8.305224;2.3364203;1;240.0
02000036;_hypernym;01759182;01999374;_member_meronym;02000036;;;;;;;;;;6.9597425;4.7311525;1;35.0
00366691;_derivationally_related_form;04975340;04975340;_derivationally_related_form;00366691;;;;;;;;;;9.827701;6.1331153;1;1.6666666666666667
03328650;_hypernym;02707683;03328650;_hypernym;03850746;;;;;;;;;;7.0187235;-3.7597415;1;3800.0
10040789;_derivationally_related_form;03260293;03260293;_derivationally_related_form;10040789;;;;;;;;;;9.469548;4.154227;1;6.0
07491981;_derivationally_related_form;01820302;01820302;_derivationally_related_form;07491981;;;;;;;;;;9.327404;4.8344197;1;3.6666666666666665
00821580;_verb_group;00821765;00821765;_verb_group;00821580;;;;;;;;;;10.549395;2.8041604;1;8.666666666666666
09093608;_instance_hypernym;08655464;09044862;_has_part;09093608;;;;;;;;;;8.170172;7.180261;1;1.0
01066775;_derivationally_related_form;01254685;01254685;_derivationally_related_form;01066775;;;;;;;;;;8.961193;6.883702;1;1.0
08101410;_derivationally_related_form;01429455;01429455;_derivationally_related_form;08101410;;;;;;;;;;9.002323;0.8227105;1;2117.6666666666665
01336587;_derivationally_related_form;05645597;05645597;_derivationally_related_form;01336587;;;;;;;;;;9.2418165;6.2830157;1;1.0
00095971;_derivationally_related_form;00265386;00265386;_derivationally_related_form;00095971;00265386;_derivationally_related_form;00095971;;;;;;;8.90522;5.7660255;1;1.0
07334490;_derivationally_related_form;00478830;00478830;_derivationally_related_form;07334490;;;;;;;;;;8.726723;4.98723;1;16.0
01566386;_hypernym;01504437;01524885;_member_meronym;01566386;;;;;;;;;;8.308378;7.106338;1;1.3333333333333333
01322854;_derivationally_related_form;00223983;00223983;_derivationally_related_form;01322854;;;;;;;;;;9.040138;3.9450195;1;16.333333333333332
00776988;_derivationally_related_form;09503282;00776988;_derivationally_related_form;10055085;;;;;;;;;;9.392544;9.605052;1;1.0
08742205;_instance_hypernym;08524735;08742205;_instance_hypernym;08633957;;;;;;;;;;8.00515;6.176046;1;1.0
02568884;_derivationally_related_form;10626194;10626194;_derivationally_related_form;02568884;;;;;;;;;;9.928814;-1.7782575;1;31295.666666666668
10702307;_synset_domain_topic_of;08199025;10702307;_hypernym;10622053;;;;;;;;;;7.783125;5.767174;1;1.0
00347652;_derivationally_related_form;01898592;01898592;_derivationally_related_form;00347652;;;;;;;;;;9.079611;2.2425063;1;96.33333333333333
