new_scores,new_ranks,original_score,exp_length,new_rank,original_rank,facts,new_score,exp,prediction
[0.9805799126625061],[1],0.9878473281860352,12,1.0,1,"[([(9607, 120, 791), (7268, 33, 90), (9607, 33, 90)], 0.13010001, 'xrule'), ([(10375, 120, 791), (7268, 33, 90), (10375, 33, 90)], 0.1067, 'xrule'), ([(11950, 120, 791), (7268, 33, 90), (11950, 33, 90)], 0.09570001, 'xrule'), ([(12125, 33, 90), (7268, 33, 90), (12125, 120, 791)], 0.07650001, 'xrule'), ([(11620, 120, 791), (7268, 154, 2438), (11620, 154, 2438)], 0.0759, 'xrule'), ({(1234, 15, 7268), (7268, 154, 2438), (7268, 15, 3684)}, 0.00654443350386397, 'baseline'), ({(7268, 154, 2438), (7268, 15, 3684)}, 0.0060762241114439685, 'baseline'), ({(7268, 154, 2438)}, 0.004213737749221958, 'baseline'), ({(3684, 83, 7268), (7268, 154, 2438), (7268, 15, 3684)}, 0.0023299995404812263, 'baseline'), ({(7268, 154, 2438), (7268, 127, 1234), (7268, 15, 3684)}, -0.004189428935914602, 'baseline'), ({(7268, 154, 2438)}, -0.004427916434079952, 'baseline'), ({(7268, 154, 2438), (7268, 15, 3684), (7268, 33, 90)}, -0.007476228350820773, 'baseline'), ({(1234, 15, 7268), (7268, 154, 2438), (7268, 15, 3684)}, -0.007685084862677141, 'baseline'), ({(32, 87, 7268), (7268, 154, 2438), (7268, 15, 3684)}, -0.015458012976350043, 'baseline'), ({(7268, 15, 3684)}, -0.047082372963017635, 'baseline')]",0.9805799126625061,"[(11620, 120, 791), (9607, 120, 791), (7268, 154, 2438), (12125, 120, 791), (12125, 33, 90), (11620, 154, 2438), (7268, 33, 90), (9607, 33, 90), (10375, 120, 791), (11950, 120, 791), (10375, 33, 90), (11950, 33, 90)]","(7268, 120, 791)"
[0.9785415530204773],[1],0.9906631708145142,25,1.0,1,"[({(5818, 31, 1211), (5818, 14, 6473), (6631, 102, 5818)}, 0.02848039100237314, 'baseline'), ([(5818, 13, 32), (3249, 13, 32), (3249, 34, 90), (3249, 28, 32)], 0.02760002, 'xrule'), ({(4624, 38, 5818), (6631, 38, 5818), (2477, 173, 5818), (5818, 223, 4624)}, 0.02059863038821163, 'baseline'), ({(5818, 106, 592), (5818, 14, 6473), (2477, 173, 5818), (6631, 102, 5818)}, 0.0159808201159077, 'baseline'), ({(4624, 38, 5818), (5818, 13, 32), (5818, 14, 6473), (2477, 173, 5818)}, 0.013361374797784221, 'baseline'), ({(5818, 31, 1211), (5818, 14, 6473), (467, 7, 5818)}, 0.01117144054707744, 'baseline'), ({(5818, 14, 160), (5818, 14, 6473)}, 0.008038978032081156, 'baseline'), ({(5818, 14, 6473)}, 0.006730894486296206, 'baseline'), ({(5818, 31, 1211), (5818, 14, 6473)}, 0.006487051899118549, 'baseline'), ({(5818, 14, 160), (2477, 173, 5818)}, 0.006331006966430809, 'baseline'), ({(4624, 38, 5818), (5818, 86, 742)}, 0.006014863886825249, 'baseline'), ([(3249, 34, 90), (5818, 11, 23), (3249, 11, 23)], -0.062000006, 'xrule'), ([(226, 219, 90), (5818, 13, 32), (226, 62, 32), (226, 135, 32), (226, 133, 32), (32, 15, 226)], -0.08249998, 'xrule'), ([(5818, 13, 32), (5688, 28, 32), (5688, 13, 32), (5688, 34, 90)], -0.0828, 'xrule'), ([(10555, 208, 90), (10555, 108, 90), (5818, 13, 32), (10555, 16, 32), (32, 15, 10555), (10555, 166, 90), (10555, 128, 90), (10555, 129, 90)], -0.109699994, 'xrule')]",0.9785415530204773,"[(6473, 70, 11533), (2477, 173, 1542), (5818, 106, 592), (11533, 234, 90), (6631, 102, 5818), (1542, 34, 90), (6631, 38, 5818), (5818, 14, 6473), (9986, 34, 90), (9986, 155, 6631), (5818, 31, 1211), (5818, 223, 4624), (4624, 38, 5818), (3249, 13, 32), (2477, 173, 5818), (10676, 83, 592), (10676, 60, 90), (3249, 28, 32), (3249, 34, 90), (6951, 223, 4624), (644, 31, 1211), (32, 206, 90), (6951, 34, 90), (5818, 13, 32), (644, 34, 90)]","(5818, 34, 90)"
[0.6367909908294678],[1],0.6412914395332336,11,1.0,1,"[({(8357, 53, 9201), (10937, 45, 9201), (9201, 77, 10522), (9201, 224, 5949)}, 0.5321893525218805, 'baseline'), ({(9201, 45, 10937), (9201, 224, 5949)}, 0.3423569614492223, 'baseline'), ({(9201, 45, 10937), (8357, 77, 9201)}, 0.32889310652214404, 'baseline'), ({(10937, 45, 9201), (9201, 224, 5949)}, 0.3015093616370733, 'baseline'), ({(8357, 53, 9201), (9201, 77, 10522), (9201, 224, 5949), (8357, 123, 9201)}, 0.2791135719038606, 'baseline'), ({(8357, 53, 9201), (9201, 77, 10522), (8357, 123, 9201)}, 0.24616597185245528, 'baseline'), ({(8357, 53, 9201)}, 0.22665260315962635, 'baseline'), ({(8357, 53, 9201), (9201, 45, 10937), (9201, 77, 10522), (9201, 224, 5949)}, 0.21693656917722812, 'baseline'), ({(8357, 53, 9201), (9201, 77, 8290)}, 0.21378759614519482, 'baseline'), ({(8357, 53, 9201), (9201, 77, 8290), (9201, 224, 5949)}, 0.21200738421568763, 'baseline'), ([(9201, 85, 434), (3261, 48, 32), (3261, 85, 434)], 0.016900003, 'xrule'), ([(9201, 85, 434), (8914, 48, 32), (8914, 85, 434)], 0.0065999925, 'xrule'), ([(4677, 48, 32), (4677, 85, 1665), (9201, 85, 1665)], 0.004799992, 'xrule'), ([(9201, 85, 434), (10615, 48, 32), (10615, 85, 434)], 0.0045000017, 'xrule'), ([(2781, 48, 32), (2781, 85, 1665), (9201, 85, 1665)], 0.0019999743, 'xrule')]",0.6367909908294678,"[(8357, 48, 32), (9201, 224, 5949), (10937, 48, 32), (10522, 48, 32), (8357, 53, 9201), (32, 15, 5949), (10937, 45, 9201), (9201, 77, 10522), (8357, 77, 9201), (8357, 123, 9201), (9201, 45, 10937)]","(9201, 48, 32)"
[0.4661262631416321],[2],0.8457817435264587,14,2.0,1,"[({(266, 8, 2062), (2062, 8, 5846)}, 0.52663723938379, 'baseline'), ({(266, 8, 2062), (6906, 8, 2062), (2327, 8, 2062), (361, 8, 2062)}, 0.41659058336792637, 'baseline'), ({(6906, 8, 2062)}, 0.3807071861842703, 'baseline'), ({(266, 8, 2062), (5181, 8, 2062)}, 0.3352992350103336, 'baseline'), ({(266, 8, 2062)}, 0.31929890441695963, 'baseline'), ({(266, 8, 2062), (2062, 8, 5846), (361, 8, 2062)}, 0.27989087606819846, 'baseline'), ({(361, 8, 2062)}, 0.2365773129811273, 'baseline'), ({(2062, 8, 5846)}, 0.2349969554467291, 'baseline'), ({(266, 8, 2062), (6906, 8, 2062), (361, 8, 2062), (5181, 8, 2062)}, 0.22594044682617875, 'baseline'), ([(2062, 8, 8285), (8285, 8, 2062), (2788, 8, 8285), (2788, 43, 384)], 0.18809998, 'xrule'), ({(266, 8, 2062), (6906, 8, 2062), (2062, 8, 5846), (2327, 8, 2062)}, 0.14743993730520924, 'baseline'), ([(1039, 8, 2788), (2788, 8, 1039), (2062, 8, 1039), (2788, 43, 384)], 0.045699984, 'xrule'), ([(1352, 8, 2788), (2062, 8, 1352), (2788, 43, 384)], -0.0099000335, 'xrule'), ([(2062, 8, 2228), (2228, 8, 2788), (2788, 43, 384), (2788, 8, 2228)], -0.0431, 'xrule'), ([(2062, 8, 2788), (2788, 43, 384)], -0.046900034, 'xrule')]",0.4661262631416321,"[(6906, 8, 2062), (2412, 43, 384), (361, 8, 2062), (6906, 43, 384), (2412, 77, 5846), (2062, 8, 5846), (2327, 8, 2062), (5181, 8, 2062), (266, 43, 384), (361, 192, 9525), (2327, 43, 384), (5181, 43, 384), (266, 8, 2062), (9525, 43, 384)]","(2062, 43, 384)"
[0.9834550619125366],[1],0.9844846725463867,18,1.0,1,"[({(409, 6, 7056), (409, 19, 2248)}, 0.15857688635074665, 'baseline'), ([(409, 6, 7056), (7056, 13, 158), (160, 70, 158)], 0.07889998, 'xrule'), ({(409, 19, 2248), (409, 66, 6680), (409, 6, 3892)}, 0.056869785288174345, 'baseline'), ({(409, 19, 2248)}, 0.05258737037135598, 'baseline'), ({(409, 19, 2248), (409, 6, 983), (409, 8, 6036)}, 0.04935870595101544, 'baseline'), ({(409, 19, 2248), (4171, 77, 409), (409, 8, 1440)}, 0.04910723396054861, 'baseline'), ({(409, 19, 2248), (6036, 8, 409), (409, 6, 11452)}, 0.048564652899059986, 'baseline'), ({(1061, 8, 409), (409, 19, 2248), (409, 6, 3892)}, 0.043690304243807425, 'baseline'), ({(409, 19, 2248), (6036, 8, 409), (409, 123, 1893)}, 0.040205637897335084, 'baseline'), ({(5653, 153, 409), (409, 19, 2248), (4171, 77, 409), (409, 6, 3892)}, 0.037867466905522715, 'baseline'), ({(409, 19, 2248), (409, 123, 1893), (4171, 77, 409)}, 0.03746555275497833, 'baseline')]",0.9834550619125366,"[(409, 6, 7056), (409, 19, 2248), (7337, 19, 2248), (409, 66, 6680), (409, 8, 6036), (983, 14, 160), (367, 100, 160), (3892, 28, 382), (7337, 100, 160), (160, 70, 382), (409, 6, 983), (409, 6, 3892), (6036, 100, 160), (7056, 13, 158), (160, 70, 158), (367, 6, 7056), (10085, 83, 6680), (10085, 198, 160)]","(409, 100, 160)"
[0.6751475930213928],[1],0.8271660208702087,10,1.0,1,"[({(7739, 6, 7849), (7739, 45, 920)}, 0.19845024812456952, 'baseline'), ({(7739, 45, 8804), (3330, 71, 7739)}, 0.15425888747945976, 'baseline'), ({(7739, 6, 7849), (7739, 45, 8804), (7739, 45, 920)}, 0.1515241071457361, 'baseline'), ({(7739, 45, 920)}, 0.12479410611084923, 'baseline'), ({(9354, 1, 7739), (7739, 45, 920)}, 0.12458233082939957, 'baseline'), ({(7739, 45, 8804)}, 0.1187591358108064, 'baseline'), ({(9821, 45, 7739), (3330, 71, 7739), (7739, 45, 920)}, 0.11370734410824458, 'baseline'), ({(529, 20, 7739), (8804, 45, 7739)}, 0.09968445731962078, 'baseline'), ({(9821, 45, 7739), (7739, 45, 8804), (5113, 1, 7739), (7739, 45, 920)}, 0.0851787133532431, 'baseline'), ({(8804, 45, 7739)}, 0.08505479528282324, 'baseline')]",0.6751475930213928,"[(9354, 185, 32), (8804, 48, 32), (3330, 151, 32), (3330, 71, 7739), (7739, 45, 920), (7849, 13, 32), (7739, 45, 8804), (9354, 1, 7739), (7739, 6, 7849), (920, 48, 32)]","(7739, 48, 32)"
[0.9914001226425171],[1],0.9874509572982788,10,1.0,1,"[({(8139, 15, 8557)}, 0.006781677641096266, 'baseline'), ([(8139, 15, 8557), (7670, 25, 62), (7670, 160, 8139)], -0.4666, 'xrule'), ([(8139, 15, 8557), (8139, 15, 11478), (11478, 25, 62)], -0.49589998, 'xrule'), ([(8139, 15, 8557), (57, 25, 62), (8139, 23, 57)], -0.49799997, 'xrule'), ([(8139, 15, 8557), (4623, 25, 62), (4623, 66, 8139), (4623, 48, 8139)], -0.4992, 'xrule'), ([(8139, 15, 8557), (8139, 206, 90), (8139, 139, 90), (8139, 234, 90), (90, 25, 62)], -0.5003, 'xrule')]",0.9914001226425171,"[(4623, 25, 62), (4623, 66, 8139), (7670, 160, 8139), (8139, 23, 57), (4623, 48, 8139), (8139, 15, 8557), (7670, 25, 62), (57, 25, 62), (8139, 15, 11478), (11478, 25, 62)]","(8557, 25, 62)"
[0.8682911992073059],[2],0.9217239618301392,6,2.0,1,"[({(6678, 19, 601), (6678, 17, 862)}, 0.402052682570657, 'baseline'), ({(6678, 19, 601)}, 0.3816138920583076, 'baseline'), ({(6678, 17, 862)}, 0.35501421647720094, 'baseline'), ({(6678, 17, 862)}, 0.14178679435769537, 'baseline'), ({(6678, 19, 601)}, 0.11710474926897005, 'baseline'), ([(6678, 19, 1062), (4967, 43, 384), (1062, 47, 4967)], 0.07369995, 'xrule'), ({(6678, 19, 1062), (6678, 19, 601)}, 0.06010011864307081, 'baseline'), ({(6678, 19, 601), (6678, 17, 393)}, 0.056177417747560285, 'baseline'), ([(6678, 19, 1062), (3860, 19, 1062), (3860, 43, 384)], 0.022799969, 'xrule'), ([(4269, 77, 4130), (4130, 164, 4269), (4269, 43, 384), (4269, 164, 4130), (4130, 77, 4269), (4130, 77, 6678)], 0.017099977, 'xrule'), ([(3496, 43, 384), (6678, 19, 5182), (3496, 19, 5182)], 0.0058999658, 'xrule')]",0.8682911992073059,"[(13977, 43, 384), (13977, 17, 862), (6671, 43, 384), (6678, 19, 601), (6671, 19, 601), (6678, 17, 862)]","(6678, 43, 384)"
[0.9937096834182739],[1],0.9894706010818481,25,1.0,1,"[({(9774, 85, 434), (9774, 66, 2607), (9774, 43, 141), (9774, 24, 592)}, 0.051915506820444636, 'baseline'), ({(3086, 47, 9774), (9774, 17, 243), (9774, 85, 434), (9774, 24, 592)}, 0.03459320495829218, 'baseline'), ({(9774, 17, 243), (9774, 85, 434), (9774, 66, 2607), (13930, 47, 9774)}, 0.03422282169601372, 'baseline'), ({(9774, 19, 1184), (9774, 66, 2607), (9774, 85, 434)}, 0.03402082150049416, 'baseline'), ([(3140, 43, 141), (3140, 25, 62), (9774, 43, 141)], 0.026700005, 'xrule'), ({(9774, 66, 8663), (9774, 85, 434), (9774, 66, 2607), (9774, 24, 592)}, 0.02042845909602798, 'baseline'), ({(3086, 47, 9774), (9774, 66, 2607), (9774, 19, 8599), (9774, 24, 592)}, 0.020035426071152627, 'baseline'), ({(3086, 47, 9774), (9774, 66, 2607), (9774, 24, 592)}, 0.01904247232964007, 'baseline'), ({(9774, 66, 2607), (9774, 19, 8599), (9774, 24, 592)}, 0.0188787979337385, 'baseline'), ({(9774, 85, 434), (9774, 24, 592)}, 0.017337243052653144, 'baseline'), ({(9774, 85, 434)}, 0.015390734154701474, 'baseline'), ([(9774, 85, 434), (3140, 25, 62), (3140, 85, 434)], 0.014000006, 'xrule'), ([(6669, 43, 141), (6669, 25, 62), (9774, 43, 141)], 0.00500001, 'xrule'), ([(6773, 43, 141), (6773, 25, 62), (9774, 43, 141)], -0.0011999905, 'xrule'), ([(2008, 43, 141), (2008, 25, 62), (9774, 43, 141)], -0.005799994, 'xrule')]",0.9937096834182739,"[(3140, 25, 62), (9948, 66, 2607), (9668, 25, 62), (9774, 17, 243), (13930, 47, 9774), (14143, 25, 62), (13930, 47, 10979), (12191, 25, 62), (13796, 83, 592), (9774, 24, 592), (434, 161, 14143), (13796, 25, 62), (9668, 19, 3086), (14148, 43, 141), (12191, 17, 243), (9948, 25, 62), (9774, 85, 434), (9774, 43, 141), (14148, 25, 62), (10979, 19, 1184), (9774, 19, 1184), (3140, 43, 141), (10979, 25, 62), (3086, 47, 9774), (9774, 66, 2607)]","(9774, 25, 62)"
[0.8396919369697571],[1],0.6285704970359802,15,1.0,1,"[({(5361, 85, 434), (1756, 42, 5361), (2028, 20, 5361)}, 0.3931279896157198, 'baseline'), ({(2085, 42, 5361), (2028, 20, 5361)}, 0.32407031591819496, 'baseline'), ({(5361, 138, 2169), (2028, 20, 5361)}, 0.319537799830894, 'baseline'), ({(6329, 76, 5361), (2028, 20, 5361)}, 0.3083323948045707, 'baseline'), ({(2028, 20, 5361)}, 0.3014387897307866, 'baseline'), ({(5361, 85, 434), (2028, 20, 5361), (570, 42, 5361)}, 0.2955611160854496, 'baseline'), ({(2085, 42, 5361), (5361, 85, 434), (2028, 20, 5361)}, 0.29463485991437366, 'baseline'), ({(5361, 85, 434)}, 0.25136012921997974, 'baseline'), ({(2028, 20, 5361), (5361, 41, 138)}, 0.24779262730031526, 'baseline'), ({(2085, 42, 5361)}, 0.1841954098206884, 'baseline')]",0.8396919369697571,"[(5361, 138, 2169), (2085, 42, 5361), (6329, 76, 6330), (10615, 134, 1271), (1271, 9, 2085), (1756, 42, 5361), (6330, 134, 1271), (5361, 85, 434), (1271, 9, 1756), (10615, 85, 434), (1271, 92, 2169), (2028, 20, 7884), (1271, 92, 7884), (6329, 76, 5361), (2028, 20, 5361)]","(5361, 177, 1271)"
[0.9906670451164246],[1],0.988152801990509,14,1.0,1,"[({(3039, 8, 3778), (1061, 8, 3039), (4311, 8, 3039)}, 0.26627783078230294, 'baseline'), ({(3039, 8, 1440), (4311, 8, 3039)}, 0.21940885060832122, 'baseline'), ({(3039, 8, 1440), (1061, 8, 3039), (4311, 8, 3039), (6036, 8, 3039)}, 0.178705911401164, 'baseline'), ({(3039, 8, 2380), (1061, 8, 3039), (4311, 8, 3039)}, 0.1782431409825026, 'baseline'), ({(3039, 8, 2380), (1291, 8, 3039), (4311, 8, 3039)}, 0.1745878860837107, 'baseline'), ({(3039, 8, 6036), (3039, 8, 1440), (4311, 8, 3039)}, 0.16048590394247758, 'baseline'), ({(3039, 8, 3778), (3039, 8, 1440), (3039, 8, 3607), (4311, 8, 3039)}, 0.1559670374179411, 'baseline'), ({(1061, 8, 3039), (3039, 8, 1440), (1291, 8, 3039), (4311, 8, 3039)}, 0.15397648066532627, 'baseline'), ({(8871, 8, 3039), (3039, 8, 1440), (1061, 8, 3039), (4311, 8, 3039)}, 0.13546983444086055, 'baseline'), ({(3039, 8, 2380), (1061, 8, 3039), (4311, 8, 3039), (6036, 8, 3039)}, 0.12275872671805052, 'baseline')]",0.9906670451164246,"[(4311, 85, 434), (3778, 85, 434), (3039, 8, 1440), (1291, 85, 434), (1291, 8, 3039), (6036, 8, 3039), (6036, 85, 434), (4311, 8, 3039), (1061, 85, 434), (3039, 8, 3778), (1440, 85, 434), (3039, 8, 2380), (1061, 8, 3039), (2380, 85, 434)]","(3039, 85, 434)"
[0.06178737431764603],[3],0.1647690385580063,8,3.0,1,"[({(4860, 3, 4878)}, 0.36222795802232544, 'baseline'), ({(6121, 3, 4878)}, 0.2981093040621258, 'baseline'), ({(6121, 8, 4878), (7799, 3, 4878), (4878, 3, 4860)}, 0.28121701983707015, 'baseline'), ({(6121, 3, 4878), (4860, 3, 4878)}, 0.2660234381284597, 'baseline'), ({(7799, 3, 4878), (4860, 3, 4878)}, 0.22842762947892103, 'baseline'), ({(4878, 3, 4860)}, 0.20917148462200605, 'baseline'), ({(4878, 3, 4860), (6121, 3, 4878), (4878, 85, 434), (4860, 3, 4878)}, 0.19304425580795717, 'baseline'), ({(6121, 8, 4878), (6121, 3, 4878), (4878, 8, 4879), (4860, 3, 4878)}, 0.15787730664939076, 'baseline'), ({(6121, 3, 4878), (4860, 3, 4878), (7799, 3, 4878)}, 0.14411823000118756, 'baseline'), ([(4878, 25, 62), (11544, 24, 592), (11544, 25, 62)], 0.005900003, 'xrule'), ({(6121, 8, 4878)}, 0.0031697851833228123, 'baseline'), ([(879, 71, 4878), (7665, 66, 592), (879, 71, 7665)], -0.009499997, 'xrule'), ([(879, 71, 4878), (4269, 24, 592), (879, 71, 4269)], -0.010699999, 'xrule'), ([(4878, 25, 62), (4269, 24, 592), (4269, 25, 62)], -0.018599998, 'xrule')]",0.06178737431764603,"[(4860, 39, 592), (6121, 39, 592), (7799, 3, 4878), (6121, 8, 4878), (6121, 3, 4878), (4860, 3, 4878), (7799, 66, 592), (4878, 3, 4860)]","(4878, 39, 592)"
[0.9975008368492126],[1],0.9964919686317444,15,1.0,1,"[({(3248, 2, 7614), (7614, 30, 4569)}, 0.11770759065190378, 'baseline'), ({(7614, 31, 1313)}, 0.04616181084292599, 'baseline'), ({(7614, 30, 4569)}, 0.02605585286911681, 'baseline'), ({(261, 7, 7614), (7614, 31, 1313), (7614, 30, 4569), (505, 6, 7614)}, 0.02449921792278437, 'baseline'), ({(261, 7, 7614)}, 0.02190176673760616, 'baseline'), ({(261, 7, 7614), (7614, 136, 8550), (7614, 31, 1313)}, 0.021786372117870177, 'baseline'), ({(7614, 136, 8550)}, 0.01658449598472802, 'baseline'), ({(505, 6, 7614)}, 0.016563097903048416, 'baseline'), ([(4, 2, 7614), (7773, 31, 4), (7773, 26, 494)], 0.015700005, 'xrule'), ({(261, 7, 7614), (7614, 31, 1313), (686, 6, 7614)}, 0.01443747707353718, 'baseline'), ({(261, 7, 7614), (7614, 136, 8550), (7614, 31, 1313), (686, 6, 7614)}, 0.010226349303725648, 'baseline'), ([(4491, 103, 7614), (4491, 27, 1230), (1230, 110, 494)], -0.0075000003, 'xrule'), ([(1395, 110, 494), (4491, 103, 7614), (4491, 27, 1395)], -0.0189, 'xrule'), ([(4, 2, 7614), (3819, 107, 4), (3819, 91, 494)], -0.035499997, 'xrule')]",0.9975008368492126,"[(10002, 107, 3248), (7614, 30, 4569), (7564, 26, 494), (5805, 26, 494), (505, 6, 7564), (261, 7, 6974), (6974, 91, 494), (5805, 31, 1313), (7614, 31, 1313), (3248, 2, 7614), (4569, 47, 8550), (505, 6, 7614), (261, 7, 7614), (8550, 110, 494), (10002, 91, 494)]","(7614, 91, 494)"
[0.941598117351532],[1],0.9722623825073242,12,1.0,1,"[({(13452, 85, 434)}, 0.2576171864392703, 'baseline'), ({(13452, 39, 1327)}, 0.25216270577235406, 'baseline'), ({(13452, 85, 434)}, 0.2199783432109506, 'baseline'), ({(13452, 25, 62)}, 0.21011332739631078, 'baseline'), ({(13452, 39, 1327), (13452, 85, 434), (13452, 82, 1771)}, 0.1544650599425342, 'baseline'), ({(13452, 39, 1327), (13452, 85, 434)}, 0.15043769329984735, 'baseline'), ({(13452, 39, 1327)}, 0.14069960562249711, 'baseline'), ({(13452, 85, 434), (13452, 82, 1771)}, 0.12582002127948247, 'baseline'), ({(3387, 215, 13452)}, 0.11351297335817678, 'baseline'), ({(13452, 82, 1771)}, 0.07416913940376528, 'baseline')]",0.941598117351532,"[(13452, 39, 1327), (13452, 85, 434), (10651, 85, 434), (12312, 212, 4563), (12967, 82, 1771), (10651, 212, 4563), (12312, 25, 62), (3340, 106, 1327), (12967, 212, 4563), (4563, 55, 3340), (13452, 25, 62), (13452, 82, 1771)]","(13452, 212, 4563)"
[0.9721140265464783],[1],0.9863195419311523,15,1.0,1,"[([(552, 34, 90), (552, 28, 32), (32, 15, 7417), (7417, 133, 32), (32, 87, 7417)], 0.0941, 'xrule'), ({(7417, 58, 10419), (961, 15, 7417)}, 0.07542399597228686, 'baseline'), ({(961, 15, 7417), (961, 144, 7417), (7417, 25, 62)}, 0.05363295507749326, 'baseline'), ({(961, 144, 7417), (32, 87, 7417), (7417, 25, 62)}, 0.031714837013321985, 'baseline'), ({(7417, 133, 32), (961, 15, 7417)}, 0.03155456013576332, 'baseline'), ({(7417, 58, 10419), (961, 15, 7417), (32, 87, 7417), (7417, 194, 961)}, 0.029446939883219468, 'baseline'), ([(3443, 60, 90), (32, 15, 7417), (7417, 133, 32), (32, 87, 7417), (3443, 48, 32)], 0.026600003, 'xrule'), ({(961, 144, 7417)}, 0.025854806364363773, 'baseline'), ({(7417, 194, 961), (961, 15, 7417), (961, 144, 7417)}, 0.023254970957419126, 'baseline'), ([(32, 15, 7417), (32, 87, 7417), (11275, 129, 90), (7417, 133, 32), (11275, 150, 32)], 0.022599995, 'xrule'), ({(7417, 194, 961), (7417, 133, 32), (32, 87, 7417), (961, 144, 7417)}, 0.020560066174786815, 'baseline'), ({(32, 87, 7417)}, 0.019247333463490928, 'baseline'), ({(32, 87, 7417)}, 0.017437736453591063, 'baseline'), ([(5398, 13, 32), (5398, 34, 90), (5398, 28, 32), (32, 15, 7417), (7417, 133, 32), (32, 87, 7417)], -0.0024999976, 'xrule'), ([(12245, 120, 791), (7417, 120, 791), (12245, 33, 90)], -0.031199992, 'xrule')]",0.9721140265464783,"[(552, 34, 90), (7417, 58, 10419), (552, 28, 32), (9985, 33, 90), (7417, 25, 62), (90, 25, 62), (32, 206, 90), (7417, 133, 32), (12058, 58, 10419), (961, 144, 7417), (961, 15, 7417), (961, 15, 9985), (32, 15, 7417), (32, 87, 7417), (12058, 33, 90)]","(7417, 33, 90)"
[0.7824751734733582],[2],0.902134120464325,15,2.0,1,"[({(5912, 100, 160)}, 0.02194411021483342, 'baseline'), ({(5912, 17, 215)}, 0.0204473463109781, 'baseline'), ([(11921, 100, 1672), (5912, 48, 1928), (11921, 48, 1928)], 0.0063999966, 'xrule'), ({(5912, 17, 393)}, 0.005656697748334288, 'baseline'), ({(5912, 17, 818)}, 0.004489679748577388, 'baseline'), ({(5912, 66, 7132)}, 0.0035050762144616934, 'baseline'), ([(12631, 17, 862), (5912, 17, 862), (12631, 100, 1672)], 0.0031999946, 'xrule'), ({(5912, 82, 363)}, 0.0010754158123964604, 'baseline'), ({(5912, 48, 1928)}, -0.003447293330442758, 'baseline'), ([(5912, 43, 141), (11921, 43, 141), (11921, 100, 1672)], -0.010000005, 'xrule'), ({(5912, 100, 8832)}, -0.010945337885646599, 'baseline'), ({(5912, 43, 141)}, -0.01184421687913022, 'baseline'), ([(4418, 47, 11921), (11921, 100, 1672), (5912, 19, 4418), (4418, 47, 5912)], -0.013899997, 'xrule'), ([(5912, 43, 141), (12631, 43, 141), (12631, 100, 1672)], -0.0141, 'xrule'), ({(5912, 85, 434)}, -0.02965304165395357, 'baseline'), ({(5912, 39, 11927)}, -0.03439186238773597, 'baseline'), ({(5912, 24, 11927)}, -0.10296138837151485, 'baseline'), ({(5912, 17, 862)}, -0.14347707184319203, 'baseline'), ({(4418, 47, 5912)}, -0.2113711429648741, 'baseline'), ({(5912, 19, 4418)}, -0.3962168575550494, 'baseline')]",0.7824751734733582,"[(5912, 17, 393), (13176, 100, 1672), (13223, 100, 1672), (11442, 100, 1672), (9951, 100, 1672), (9951, 17, 215), (5912, 48, 1928), (5912, 17, 215), (11442, 100, 160), (5912, 100, 160), (11921, 100, 1672), (5912, 17, 818), (13223, 17, 818), (13176, 17, 393), (11921, 48, 1928)]","(5912, 100, 1672)"
[0.9967440366744995],[1],0.9950908422470093,15,1.0,1,"[({(4550, 38, 4551), (4550, 192, 3289), (8328, 8, 4550), (4472, 164, 4550)}, 0.06105534264913867, 'baseline'), ({(4550, 48, 32), (4550, 192, 3289)}, 0.05011866521606503, 'baseline'), ({(4550, 123, 10558), (8328, 8, 4550)}, 0.04115949102082206, 'baseline'), ({(5316, 123, 4550), (4472, 164, 4550)}, 0.04045639465864632, 'baseline'), ({(4550, 123, 10558), (4472, 164, 4550)}, 0.031190912196847654, 'baseline'), ({(4550, 6, 4551), (8328, 8, 4550)}, 0.025753478482929446, 'baseline'), ({(4550, 192, 3289), (4550, 17, 131)}, 0.025713066538178835, 'baseline'), ({(4550, 48, 32), (4550, 192, 3289), (4472, 164, 4550)}, 0.02255825225730247, 'baseline'), ({(4550, 25, 62), (4550, 8, 3289), (4472, 164, 4550)}, 0.022029618696298468, 'baseline'), ({(4550, 66, 5384), (4472, 164, 4550)}, 0.021887580820207864, 'baseline'), ([(4550, 48, 32), (1357, 60, 90), (1357, 48, 32)], 0.0029999912, 'xrule'), ([(4616, 28, 32), (4550, 48, 32), (4616, 34, 90)], -0.017400011, 'xrule'), ([(4550, 48, 32), (3098, 33, 90), (32, 87, 3098)], -0.022, 'xrule'), ([(4313, 213, 90), (4550, 48, 32), (32, 15, 4313), (4313, 128, 90), (4313, 166, 90), (4313, 129, 90), (4313, 108, 90)], -0.025700003, 'xrule'), ([(3716, 28, 32), (4550, 48, 32), (3716, 34, 90)], -0.03220001, 'xrule')]",0.9967440366744995,"[(10558, 60, 90), (4550, 192, 3289), (3289, 60, 90), (4472, 164, 4550), (3194, 33, 90), (5316, 123, 4550), (4550, 38, 4551), (32, 206, 90), (4472, 66, 3194), (4550, 48, 32), (8328, 8, 4550), (4551, 34, 90), (5316, 60, 90), (4550, 123, 10558), (8328, 60, 90)]","(4550, 60, 90)"
