m0cutkim;haslinker;p11318;m0cutkim;haskernel;k218ed025f47;m0cutkim;haskernel;k3cb4d2a60e0;m0cutkim;haskernel;k2098f85c737;m0cutkim;haskernel;k30ec8bd1701;9.289523;7.8290462;1;1.3333333333333333
m0cutkim;hasmetal;p125154;m0cutkim;haskernel;k247a200a98a;m0cutkim;haskernel;k2b93be76ecf;m0cutkim;haskernel;k2eb01eb8a2e;m0cutkim;hasbond;b00848;9.3112135;8.69053;1;1.0
m0aguheq;hassolvent;p1702;m0aguheq;haskernel;k2da27f15f31;m0aguheq;haskernel;k24406e40b06;m0aguheq;haskernel;k3caebff5ec8;m0aguheq;haskernel;k2098f85c737;5.8443775;5.552894;1;2.0
m0alojoa;hassolvent;p1887;m0alojoa;haskernel;k3b1b5929656;m0alojoa;haskernel;k22dffb44d2b;m0alojoa;haskernel;k310bce82c0c;m0alojoa;haskernel;k2098f85c737;6.630865;5.6829033;1;4.333333333333333
m0ajesaj;hassolvent;p16228;m0ajesaj;haskernel;k24e035a12d3;m0ajesaj;haskernel;k2d8bc7e3afe;m0ajesaj;haskernel;k266528b3fc5;m0ajesaj;haskernel;k24f9592f93e;6.6042113;5.924286;1;2.0
m0ciccau;hassolvent;p16344;m0ciccau;hasbond;b00647;m0ciccau;haskernel;k217ae834e3a;m0ciccau;hasbond;b00606;m0ciccau;hascolor;c06d8a0cc6bc;6.817118;5.50044;1;2.3333333333333335
m0bemhux;hassolvent;p16344;m0bemhux;haskernel;k268c5280d05;m0bemhux;haskernel;k24bd21d4f31;m0bemhux;haskernel;k347770bad36;m0bemhux;haskernel;k39e81b01019;7.8395457;6.3803153;1;3.0
m0cofnan;hassolvent;p16344;m0cofnan;haskernel;k2197b72ce88;m0cofnan;haskernel;k2ccfe26c3dd;m0cofnan;haskernel;k355d65d370f;m0cofnan;haskernel;k242affd84fa;6.6050262;6.0317783;1;2.0
m0cojvop;hasmetal;p116683880;m0cojvop;hasbond;b00882;m0cojvop;hasbond;b00782;m0cojvop;haskernel;k2386d765a49;m0cojvop;haskernel;k26ab63abdb4;7.407865;5.319954;1;2.0
m0afatad;hassolvent;p1887;m0afatad;hasbond;b00606;m0afatad;haskernel;k24f9592f93e;m0afatad;hasbond;b00607;m0afatad;hascolor;c0a03fca8a9b;5.702907;5.100208;1;1.3333333333333333
